Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
922,3868 W 23rd Avenue,,49.251723,-123.189695,,3988000.0,6 bd,3.0,,0,0,0,1,41,0,15,2,0,5,0,0,0,0,2,POINT (-123.189695 49.251723),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
923,2905 Rosemont Drive,,49.217542,-123.046758,,2188000.0,5 bd,4.0,,0,0,0,3,50,0,4,3,0,4,0,0,0,0,1,POINT (-123.046758 49.217542),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
924,2069 E 1st Avenue,,49.26981,-123.062398,,1489000.0,3 bd,3.0,,0,2,0,8,61,2,95,28,0,26,0,0,0,0,4,POINT (-123.062398 49.26981),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
925,371 E 16th Avenue,,49.256801,-123.096832,,1575000.0,3 bd,3.0,,1,0,1,8,87,4,118,39,0,26,0,0,0,0,2,POINT (-123.096832 49.256801),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
926,1426 W 48th Avenue,,49.227561,-123.138059,,5699000.0,6 bd,6.0,,0,0,1,0,66,0,5,4,0,2,0,0,0,0,2,POINT (-123.138059 49.227561),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
927,1109 8189 Cambie Street,,49.210128,-123.118339,,627800.0,1 bd,1.0,,0,1,0,1,31,1,5,7,1,6,0,0,0,0,1,POINT (-123.118339 49.210128),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
928,3108 W 31st Avenue,,49.243946,-123.174462,,6375000.0,6 bd,6.0,,0,0,0,1,50,0,9,1,0,2,0,0,0,0,2,POINT (-123.174462 49.243946),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
929,Ph2 668 W 16th Avenue,,49.256719,-123.119065,,1258800.0,2 bd,2.0,,2,3,4,6,79,2,94,42,1,17,0,0,0,0,5,POINT (-123.119065 49.256719),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
930,5352 Lanark Street,,49.236079,-123.075146,,1629000.0,3 bd,4.0,,0,0,0,10,91,1,42,4,0,8,0,0,0,0,1,POINT (-123.075146 49.236079),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
931,1104 489 Interurban Way,,49.209367,-123.115944,,539900.0,1 bd,1.0,,0,1,0,1,23,1,4,7,1,6,0,0,0,0,1,POINT (-123.115944 49.209367),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
932,407 5399 Joyce Street,,49.235396,-123.035085,,799000.0,2 bd,2.0,,0,1,1,3,104,0,49,18,0,14,0,0,0,0,2,POINT (-123.035085 49.235396),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
933,6261 Adera Street,,49.229214,-123.14392,,5880000.0,6 bd,5.0,,0,0,1,2,74,0,14,8,0,4,0,0,0,0,1,POINT (-123.14392 49.229214),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
934,4190 W 11th Avenue,,49.262489,-123.199551,,3088000.0,4 bd,3.0,,0,0,1,0,39,0,17,5,0,4,0,0,0,0,2,POINT (-123.199551 49.262489),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
935,502 1188 W Pender Street,,49.288054,-123.123095,,749000.0,1 bd,1.0,,0,6,25,20,134,27,330,170,0,128,0,0,0,0,13,POINT (-123.123095 49.288054),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
936,21 7565 Oak Street,,50.579624,-126.920905,,1546000.0,3 bd,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-126.920905 50.579624),,,,,,,,,
937,18 E 1st Avenue,,49.269926,-123.104176,,1588000.0,3 bd,3.0,,0,5,7,12,142,22,158,65,0,58,0,0,0,0,6,POINT (-123.104176 49.269926),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
938,204 1205 W 14th Avenue,,49.259071,-123.131812,,819900.0,2 bd,2.0,,1,0,4,3,85,2,78,37,0,17,0,0,0,0,4,POINT (-123.131812 49.259071),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
939,1837 Matthews Avenue,,49.251583,-123.146601,,6298000.0,6 bd,5.0,,0,0,0,6,73,0,27,8,1,3,0,0,0,0,3,POINT (-123.146601 49.251583),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
940,4390 Kaslo Street,,49.245353,-123.046751,,3651763.0,0 bd,1.0,,0,2,0,1,94,0,24,3,0,5,0,0,0,0,1,POINT (-123.046751 49.245353),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
941,2 1328 E 35th Avenue,,49.238304,-123.07845,,1698000.0,3 bd,4.0,,0,0,0,7,89,1,36,6,0,8,0,0,0,0,2,POINT (-123.07845 49.238304),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
942,1 2260 E 25th Avenue,,49.24791,-123.059213,,1499000.0,3 bd,4.0,,0,1,0,4,66,0,49,6,0,7,0,0,0,0,2,POINT (-123.059213 49.24791),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
943,210 5989 Iona Drive,,49.271516,-123.250855,,1550000.0,2 bd,2.0,,1,0,1,4,35,2,13,24,0,12,0,0,0,0,1,POINT (-123.250855 49.271516),,,,,,,,,
944,2309 1009 Expo Boulevard,,49.277722,-123.110809,,629000.0,1 bd,1.0,,0,10,23,14,155,42,268,158,0,132,0,0,0,0,9,POINT (-123.110809 49.277722),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
945,2 6273 Windsor Street,,49.227628,-123.085569,,1628800.0,3 bd,3.0,,0,0,0,4,82,1,20,9,0,12,0,0,0,0,2,POINT (-123.085569 49.227628),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
946,485 W 35th Avenue,,49.239443,-123.11647,,7380000.0,0 bd,,,1,3,3,0,62,0,9,11,0,1,0,0,0,0,1,POINT (-123.11647 49.239443),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
947,5584 Mackenzie Street,,49.235982,-123.169781,,2698000.0,5 bd,3.0,,0,0,0,2,36,0,17,5,0,1,0,0,0,0,1,POINT (-123.169781 49.235982),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
948,202 2973 Kingsway,,49.236324,-123.043217,,650000.0,2 bd,2.0,,0,2,1,4,113,0,42,10,0,10,0,0,0,0,2,POINT (-123.043217 49.236324),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
949,1 6273 Windsor Street,,49.227628,-123.085569,,1588800.0,3 bd,3.0,,0,0,0,4,82,1,20,9,0,12,0,0,0,0,2,POINT (-123.085569 49.227628),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
950,2262 Newport Avenue,,49.215041,-123.060701,,1599000.0,4 bd,4.0,,0,0,1,3,57,0,12,2,0,6,0,0,0,0,0,POINT (-123.060701 49.215041),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
951,1 1328 E 35th Avenue,,49.238304,-123.07845,,1648000.0,3 bd,4.0,,0,0,0,7,89,1,36,6,0,8,0,0,0,0,2,POINT (-123.07845 49.238304),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
952,4517 W 4th Avenue,,49.269329,-123.210104,,6999000.0,4 bd,4.0,,0,0,1,0,41,0,15,4,0,6,0,0,0,0,2,POINT (-123.210104 49.269329),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
953,103 1266 W 13th Avenue,,49.259468,-123.133006,,679000.0,1 bd,1.0,,1,0,4,4,87,2,79,41,0,22,0,0,0,0,5,POINT (-123.133006 49.259468),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
954,5630 Lincoln Street,,49.233206,-123.025587,,1649000.0,5 bd,2.0,,0,2,1,3,93,0,50,18,0,13,0,0,0,0,3,POINT (-123.025587 49.233206),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
955,Ph 2805 1323 Homer Street,,49.273879,-123.126066,,2988888.0,2 bd,2.0,,1,4,17,14,125,20,279,131,1,106,0,0,0,0,10,POINT (-123.126066 49.273879),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
956,36 4900 Cartier Street,,49.240721,-123.136482,,2350000.0,2 bd,3.0,,0,0,1,0,64,0,5,10,0,0,0,0,0,0,2,POINT (-123.136482 49.240721),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
957,1112 E 21st Avenue,,49.251505,-123.081413,,1899900.0,3 bd,2.0,,0,0,0,6,86,0,56,12,0,8,0,0,0,0,1,POINT (-123.081413 49.251505),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
958,1150 E 41st Avenue,,49.232495,-123.081964,,1938000.0,6 bd,4.0,,0,0,0,4,88,1,19,9,0,10,0,0,0,0,2,POINT (-123.081964 49.232495),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
959,1202 1788 Ontario Street,,49.269533,-123.104232,,2798000.0,2 bd,2.0,,0,5,5,12,137,19,150,62,0,57,0,0,0,0,6,POINT (-123.104232 49.269533),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
960,1 526 E 30th Avenue,,49.243301,-123.093564,,2890000.0,4 bd,4.0,,0,0,0,4,84,0,57,24,0,14,0,0,0,0,1,POINT (-123.093564 49.243301),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
961,213 1330 Burrard Street,,49.277302,-123.13129,,465000.0,0 bd,1.0,,0,2,9,17,114,19,259,110,0,86,0,0,0,0,10,POINT (-123.13129 49.277302),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
962,903 1678 Pullman Porter Street,,49.270746,-123.103739,,2349000.0,2 bd,2.0,,0,5,8,12,143,25,166,63,0,61,0,0,0,0,5,POINT (-123.103739 49.270746),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
963,407 590 Nicola Street,,49.29105,-123.128192,,1749000.0,2 bd,2.0,,0,2,8,14,95,16,257,108,0,75,0,0,0,0,11,POINT (-123.128192 49.29105),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
964,1010 38 W 1st Avenue,,49.26994,-123.105572,,1090000.0,2 bd,2.0,,0,5,8,13,142,22,169,68,0,67,0,0,0,0,7,POINT (-123.105572 49.26994),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
965,308 1478 W Hastings Street,,49.290132,-123.127923,,668000.0,1 bd,1.0,,0,2,9,17,112,19,282,126,0,88,0,0,0,0,12,POINT (-123.127923 49.290132),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
966,806 928 Beatty Street,,49.275828,-123.11563,,529000.0,0 bd,1.0,,0,10,28,18,168,36,318,180,1,148,0,0,0,0,11,POINT (-123.11563 49.275828),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
967,131 W 41st Avenue,,49.233559,-123.109005,,1549000.0,2 bd,2.0,,0,2,0,2,67,0,11,7,0,2,0,0,0,0,0,POINT (-123.109005 49.233559),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
968,2 128 W Woodstock Avenue,,49.233549,-123.108796,,2090000.0,3 bd,2.0,,0,2,0,3,66,0,12,7,0,2,0,0,0,0,0,POINT (-123.108796 49.233549),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
969,1809 1283 Howe Street,,49.277218,-123.128625,,650000.0,1 bd,1.0,,0,3,14,19,124,21,281,127,1,108,0,0,0,0,12,POINT (-123.128625 49.277218),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
970,604 555 Jervis Street,,49.288547,-123.125844,,738000.0,1 bd,1.0,,0,4,21,20,126,22,309,151,0,104,0,0,0,0,14,POINT (-123.125844 49.288547),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
971,2301 501 Pacific Street,,49.274344,-123.12714,,590000.0,0 bd,1.0,,1,3,15,13,123,19,280,128,1,104,0,0,0,0,10,POINT (-123.12714 49.274344),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
972,1802 1200 W Georgia Street,,49.278181,-123.067795,,725000.0,1 bd,1.0,,0,0,0,9,62,5,82,34,0,16,0,0,0,0,2,POINT (-123.067795 49.278181),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
973,204 2001 Wall Street,,49.285409,-123.063369,,899000.0,1 bd,1.0,,0,0,0,4,46,4,47,21,0,7,0,0,0,0,0,POINT (-123.063369 49.285409),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
974,288 E 59th Avenue,,49.216461,-123.100018,,3288000.0,8 bd,8.0,,0,0,0,4,55,0,15,6,0,8,0,0,0,0,2,POINT (-123.100018 49.216461),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
975,2 351 E 38th Avenue,,49.23653,-123.098221,,2299000.0,3 bd,4.0,,0,0,0,9,88,0,49,22,0,15,0,0,0,0,1,POINT (-123.098221 49.23653),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
976,303 4101 Yew Street,,49.24766,-123.154731,,1468800.0,2 bd,3.0,,0,0,2,4,51,0,18,9,0,5,0,0,0,0,0,POINT (-123.154731 49.24766),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
977,204 2275 W 40th Avenue,,49.235845,-123.159524,,949000.0,2 bd,2.0,,0,0,2,4,55,0,30,12,0,7,0,0,0,0,1,POINT (-123.159524 49.235845),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
978,1806 1128 Quebec Street,,49.274651,-123.101142,,1748888.0,3 bd,2.0,,0,3,6,10,141,30,145,77,0,54,0,0,0,0,4,POINT (-123.101142 49.274651),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
979,502 63 Keefer Place,,49.279933,-123.10662,,970000.0,3 bd,2.0,,0,8,22,11,167,37,197,130,0,103,0,0,0,0,7,POINT (-123.10662 49.279933),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
980,328 Wethersfield Drive,,49.224606,-123.11404,,1939000.0,3 bd,2.0,,0,2,0,2,55,0,8,5,1,1,0,0,0,0,1,POINT (-123.11404 49.224606),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
981,103 835 W 7th Avenue,,49.265292,-123.122807,,979000.0,2 bd,2.0,,1,3,6,11,94,8,161,58,1,38,0,0,0,0,7,POINT (-123.122807 49.265292),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
982,3653 Eton Street,,49.287388,-123.024308,,1548000.0,3 bd,4.0,,0,0,0,2,49,1,18,8,0,7,0,0,0,0,1,POINT (-123.024308 49.287388),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
983,901 1650 W 7th Avenue,,49.265153,-123.142063,,819000.0,1 bd,1.0,,0,0,2,4,76,3,99,47,2,27,0,0,0,0,4,POINT (-123.142063 49.265153),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
984,806 298 E 11 Avenue,,49.260833,-123.098885,,969000.0,2 bd,2.0,,1,2,2,7,112,9,107,41,0,24,0,0,0,0,3,POINT (-123.098885 49.260833),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
985,584 87 Nelson Street,,49.278959,-123.122848,,1100000.0,2 bd,2.0,,0,6,26,18,154,28,320,173,1,133,0,0,0,0,12,POINT (-123.122848 49.278959),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
986,302 2080 Maple Street,,49.267488,-123.149955,,549000.0,1 bd,1.0,,0,0,2,7,71,4,92,39,2,16,0,0,0,0,4,POINT (-123.149955 49.267488),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
987,36 E 37th Avenue,,49.237049,-123.104738,,2090000.0,4 bd,3.0,,0,1,0,4,68,0,31,14,0,8,0,0,0,0,0,POINT (-123.104738 49.237049),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
988,2301 667 Howe Street,,49.283705,-123.119032,,2690000.0,3 bd,3.0,,0,8,30,18,159,32,321,187,0,160,0,0,0,0,13,POINT (-123.119032 49.283705),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
989,406 5399 Joyce Street,,49.235396,-123.035085,,799000.0,2 bd,2.0,,0,1,1,3,104,0,49,18,0,14,0,0,0,0,2,POINT (-123.035085 49.235396),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
990,102 1311 Beach Avenue,,49.281167,-123.13834,,1475000.0,1 bd,2.0,,0,0,5,13,76,12,201,81,0,64,0,0,0,0,10,POINT (-123.13834 49.281167),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
991,51 E 27th Avenue,,49.247524,-123.104159,,2498000.0,3 bd,4.0,,0,1,1,4,59,0,62,22,0,13,0,0,0,0,1,POINT (-123.104159 49.247524),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
992,213 1424 Walnut Street,,49.273117,-123.148713,,979800.0,2 bd,1.0,,0,0,1,6,56,5,88,41,2,19,0,0,0,0,5,POINT (-123.148713 49.273117),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
993,1675 Larch Street,,49.271174,-123.162392,,2128000.0,2 bd,2.0,,0,0,0,7,49,5,71,29,0,9,0,0,0,0,3,POINT (-123.162392 49.271174),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
994,142 E 27th Avenue,,49.247028,-123.102357,,2689000.0,5 bd,3.0,,1,0,1,5,60,0,70,22,0,14,0,0,0,0,1,POINT (-123.102357 49.247028),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
995,2025 SW Marine Drive,,49.213441,-123.152077,,5600000.0,4 bd,5.0,,0,0,0,2,31,1,24,6,0,7,0,0,0,0,1,POINT (-123.152077 49.213441),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
996,614 933 Seymour Street,,49.279249,-123.121626,,699000.0,1 bd,1.0,,0,8,28,18,156,30,321,181,1,140,0,0,0,0,12,POINT (-123.121626 49.279249),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
997,412 2388 Western Parkway,,49.266543,-123.243857,,1099000.0,2 bd,2.0,,1,0,1,5,45,1,15,24,0,13,0,0,0,0,1,POINT (-123.243857 49.266543),,,,,,,,,
998,1810 E 55th Avenue,,49.220106,-123.068967,,1888000.0,5 bd,4.0,,0,0,1,7,83,0,19,1,0,12,0,0,0,0,0,POINT (-123.068967 49.220106),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
999,1824 W 12th Avenue,,49.260618,-123.146536,,849900.0,1 bd,2.0,,0,0,2,7,92,3,89,40,2,17,0,0,0,0,5,POINT (-123.146536 49.260618),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
1000,1608 788 Hamilton Street,,49.278743,-123.115035,,829000.0,1 bd,1.0,,0,9,29,17,159,39,307,178,1,148,0,0,0,0,11,POINT (-123.115035 49.278743),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1001,504 3438 Sawmill Crescent,,49.205784,-123.032766,,1499900.0,3 bd,3.0,,0,0,0,1,36,0,6,2,0,2,0,0,0,0,0,POINT (-123.032766 49.205784),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
1002,108 788 W 8th Avenue,,49.263975,-123.12148,,1272000.0,1 bd,1.0,,1,3,4,9,86,4,137,52,1,28,0,0,0,0,6,POINT (-123.12148 49.263975),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
1003,109 1855 Stainsbury Avenue,,49.251416,-123.064806,,1199000.0,3 bd,2.0,,0,3,0,5,85,1,60,8,0,19,0,0,0,0,3,POINT (-123.064806 49.251416),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1004,1362 E 17th Avenue,,49.255063,-123.076684,,1769000.0,3 bd,4.0,,0,3,0,4,84,1,56,12,0,19,0,0,0,0,3,POINT (-123.076684 49.255063),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1005,906 833 Seymour Street,,49.280497,-123.119756,,674800.0,1 bd,1.0,,0,8,30,20,162,33,323,187,1,164,0,0,0,0,13,POINT (-123.119756 49.280497),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1006,2371 E 30th Avenue,,49.240627,-123.057494,,2299000.0,5 bd,3.0,,0,2,0,8,95,0,62,5,0,8,0,0,0,0,3,POINT (-123.057494 49.240627),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1007,312 5077 Cambie Street,,49.283044,-123.109049,,1688000.0,3 bd,2.0,,0,8,22,13,140,33,211,140,0,116,0,0,0,0,8,POINT (-123.109049 49.283044),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1008,2377 E 30th Avenue,,49.240576,-123.057389,,2299000.0,9 bd,3.0,,0,2,0,8,97,0,62,5,0,8,0,0,0,0,3,POINT (-123.057389 49.240576),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1009,411 5733 Alberta Street,,49.233114,-123.113905,,1249000.0,2 bd,2.0,,0,2,2,0,62,0,3,3,0,1,0,0,0,0,0,POINT (-123.113905 49.233114),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
1010,Ph7 1082 Seymour Street,,49.277631,-123.122958,,598000.0,1 bd,1.0,,0,6,26,18,151,27,309,166,1,134,0,0,0,0,12,POINT (-123.122958 49.277631),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1011,301 2288 Laurel Street,,49.398369,-123.559673,,849000.0,2 bd,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-123.559673 49.398369),,,,,,,,,
1012,5755 Angus Drive,,49.234042,-123.148231,,11880000.0,7 bd,8.0,,0,0,1,4,74,0,31,13,0,7,0,0,0,0,1,POINT (-123.148231 49.234042),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
1013,109 1855 Nelson Street,,49.290121,-123.139318,,665000.0,1 bd,1.0,,0,0,0,9,48,5,141,45,0,35,0,0,0,0,8,POINT (-123.139318 49.290121),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1014,1107 1199 Marinaside Crescent,,49.273637,-123.116652,,899000.0,1 bd,1.0,,0,10,31,18,162,32,291,166,1,146,0,0,0,0,12,POINT (-123.116652 49.273637),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1015,3227 E 29th Avenue,,49.244802,-123.036051,,1499000.0,3 bd,3.0,,0,2,1,4,93,0,41,9,0,10,0,0,0,0,2,POINT (-123.036051 49.244802),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1016,730 Hawks Avenue,,49.277678,-123.08707,,1299000.0,3 bd,3.0,,0,1,1,3,94,6,42,23,0,7,0,0,0,0,1,POINT (-123.08707 49.277678),Strathcona,12000.0,2400.0,2777.0,555.0,1155.0,231.0,8068.0,1614.0
1017,2995 E 17th Avenue,,49.254696,-123.041804,,1990000.0,6 bd,4.0,,0,3,0,1,83,0,16,6,0,5,0,0,0,0,0,POINT (-123.041804 49.254696),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1018,3225 E 29th Avenue,,49.244802,-123.036051,,1499000.0,3 bd,3.0,,0,2,1,4,93,0,41,9,0,10,0,0,0,0,2,POINT (-123.036051 49.244802),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1019,3 SE Marine Drive,,49.212544,-123.106195,,3800000.0,5 bd,3.0,,0,1,0,2,35,1,9,6,1,9,0,0,0,0,1,POINT (-123.106195 49.212544),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
1020,2510 1111 Richards Street,,49.277007,-123.123204,,1675000.0,3 bd,3.0,,0,6,28,18,147,27,308,162,1,129,0,0,0,0,12,POINT (-123.123204 49.277007),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1021,216 2545 W Broadway,,49.264294,-123.163584,,999000.0,2 bd,2.0,,0,0,0,10,68,6,83,31,0,10,0,0,0,0,3,POINT (-123.163584 49.264294),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
1022,7137 Camano Street,,49.219273,-123.0253,,1150000.0,3 bd,3.0,,0,0,0,0,72,0,13,7,0,4,0,0,0,0,0,POINT (-123.0253 49.219273),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
1023,123 1010 W 47th Avenue,,49.227952,-123.108976,,769900.0,1 bd,1.0,,0,2,0,2,67,0,9,5,0,2,0,0,0,0,1,POINT (-123.108976 49.227952),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
1024,141 1014 W 47th Avenue,,49.227961,-123.109528,,1839900.0,3 bd,3.0,,0,2,0,2,67,0,9,5,0,2,0,0,0,0,1,POINT (-123.109528 49.227961),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
1025,360 E 24th Avenue,,49.24911,-123.09743,,2098000.0,1 bd,1.0,,1,0,1,6,76,1,91,28,0,14,0,0,0,0,2,POINT (-123.09743 49.24911),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1026,802 123 W 1st Avenue,,49.270787,-123.107603,,1395000.0,2 bd,2.0,,0,5,13,16,154,29,200,91,1,73,0,0,0,0,9,POINT (-123.107603 49.270787),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
