,street address,latitude,longitude,neighbourhood,Income_Class,Crime_Class
628,215 mill rd,43.633835,-79.57625,markland wood,Moderate Class,Moderate Crime
629,18 burnt log cres,43.633137,-79.58094,markland wood,Moderate Class,Moderate Crime
630,10 avery ave,43.633967,-79.564557,markland wood,Moderate Class,Moderate Crime
631,120 neilson dr,43.63417,-79.567166,markland wood,Moderate Class,Moderate Crime
632,23 radwell cres,43.81922,-79.289585,milliken,Low Class,Moderate Crime
633,4 flatwoods dr,43.826499,-79.285113,milliken,Low Class,Moderate Crime
634,121 valley stream dr,43.821396,-79.262866,milliken,Low Class,Moderate Crime
635,2639 lake shore blvd w,43.603501,-79.492054,mimico queensway,Moderate Class,Moderate Crime
636,4 allen ave,43.612936,-79.49066,mimico queensway,Moderate Class,Moderate Crime
637,152 stanley ave,43.614753,-79.496794,mimico queensway,Moderate Class,Moderate Crime
638,408 - 155 legion rd n,43.623942,-79.488447,mimico queensway,Moderate Class,Moderate Crime
639,1806 - 15 legion rd,43.621512,-79.484037,mimico queensway,Moderate Class,Moderate Crime
640,602 - 155 legion rd n,43.623942,-79.488447,mimico queensway,Moderate Class,Moderate Crime
641,6 creekwood dr,43.785981,-79.215279,morningside,Low Class,Moderate Crime
642,341 military trl #20,43.786061,-79.212348,morningside,Low Class,Moderate Crime
643,11 livonia pl #18,43.785465,-79.205888,morningside,Low Class,Moderate Crime
644,100 mornelle ct #1039,43.78722,-79.194677,morningside,Low Class,Moderate Crime
645,10 livonia pl #149,43.785922,-79.206031,morningside,Low Class,Moderate Crime
646,44 ladysbridge drive,43.767444,-79.205814,morningside,Low Class,Moderate Crime
647,114 - 371 orton park rd,43.779744,-79.215376,morningside,Low Class,Moderate Crime
648,6 neelands cres,43.792673,-79.205176,morningside,Low Class,Moderate Crime
649,1102 - 100 mornelle crt,43.78722,-79.194677,morningside,Low Class,Moderate Crime
650,111 knowles dr,43.825488,-79.213639,morningside heights,Low Class,Moderate Crime
651,130 morningview trl,43.815394,-79.199609,morningside heights,Low Class,Moderate Crime
652,4 muskox drive,43.81036,-79.18447,morningside heights,Low Class,Moderate Crime
653,8 grackle tr,43.828934,-79.23303,morningside heights,Low Class,Moderate Crime
654,333 adelaide st e #410,43.651843,-79.369052,moss park,Moderate Class,Moderate Crime
655,120 parliament st penthouse 2404,43.653856,-79.363933,moss park,Moderate Class,Moderate Crime
656,181 dundas st e unit 3811,43.656969,-79.374122,moss park,Moderate Class,Moderate Crime
657,130 shuter st,43.655956,-79.371864,moss park,Moderate Class,Moderate Crime
658,408 ontario st,43.662083,-79.370042,moss park,Moderate Class,Moderate Crime
659,460 adelaide st e #820,43.652787,-79.3668,moss park,Moderate Class,Moderate Crime
660,818 - 323 richmond st e,43.653384,-79.368447,moss park,Moderate Class,Moderate Crime
661,1220 - 460 adelaide street e,43.652787,-79.3668,moss park,Moderate Class,Moderate Crime
662,ph120 - 460 adelaide st e,43.652787,-79.3668,moss park,Moderate Class,Moderate Crime
663,708 - 168 king st e,43.650812,-79.371199,moss park,Moderate Class,Moderate Crime
664,th1 - 220 george st,43.655797,-79.373035,moss park,Moderate Class,Moderate Crime
665,4005 - 319 jarvis st,43.659814,-79.375308,moss park,Moderate Class,Moderate Crime
666,221 - 251 jarvis st,43.657325,-79.374332,moss park,Moderate Class,Moderate Crime
667,928 - 251 jarvis street,43.657325,-79.374332,moss park,Moderate Class,Moderate Crime
668,2114 - 158 front street,43.650304,-79.368781,moss park,Moderate Class,Moderate Crime
669,1310 - 55 ontario st,43.6535,-79.366255,moss park,Moderate Class,Moderate Crime
670,1010 - 255 richmond st,43.652903,-79.370349,moss park,Moderate Class,Moderate Crime
671,102 seaton st,43.657219,-79.369156,moss park,Moderate Class,Moderate Crime
672,85 emmett ave #1012,43.686963,-79.50605,mount dennis,Low Class,Moderate Crime
673,16 - 150 pinery tr,43.691734,-79.506841,mount dennis,Low Class,Moderate Crime
674,41 markbrook ln #614,43.75828,-79.58639,mount olive silverstone jamestown,Low Class,Moderate Crime
675,5 wray ct,43.755083,-79.593103,mount olive silverstone jamestown,Low Class,Moderate Crime
676,24 masseygrove cres,43.736326,-79.584228,mount olive silverstone jamestown,Low Class,Moderate Crime
677,2901 kipling ave #907,43.758185,-79.588513,mount olive silverstone jamestown,Low Class,Moderate Crime
678,58 masseygrove cres,43.737847,-79.58269,mount olive silverstone jamestown,Low Class,Moderate Crime
679,62 kay dr,43.757867,-79.592178,mount olive silverstone jamestown,Low Class,Moderate Crime
680,21 markbrook ln #407,43.758626,-79.587586,mount olive silverstone jamestown,Low Class,Moderate Crime
681,61 markbrook ln #509,43.759225,-79.585149,mount olive silverstone jamestown,Low Class,Moderate Crime
682,1109 - 2645 kipling ave w,43.746807,-79.583798,mount olive silverstone jamestown,Low Class,Moderate Crime
683,49 orpington cres,43.73693,-79.586988,mount olive silverstone jamestown,Low Class,Moderate Crime
684,63 cleveland st,43.701838,-79.37765,mount pleasant east,High Class,Moderate Crime
685,478 merton st,43.699434,-79.38152,mount pleasant east,High Class,Moderate Crime
686,31 taunton rd,43.70712,-79.38803,mount pleasant east,High Class,Moderate Crime
687,1006 mount pleasant rd,43.714199,-79.392613,mount pleasant east,High Class,Moderate Crime
688,86 17th st,43.602095,-79.517563,new toronto,Moderate Class,Moderate Crime
689,1 lake shore dr,43.601114,-79.497504,new toronto,Moderate Class,Moderate Crime
690,104 3rd st,43.60352,-79.501782,new toronto,Moderate Class,Moderate Crime
691,35 emerald cres,43.59614,-79.502746,new toronto,Moderate Class,Moderate Crime
692,115 10th st,43.599655,-79.508115,new toronto,Moderate Class,Moderate Crime
693,111 3rd st,43.603827,-79.501393,new toronto,Moderate Class,Moderate Crime
694,49 - 5 william jackson way,43.600769,-79.512121,new toronto,Moderate Class,Moderate Crime
695,51 - 5 william jackson way,43.600769,-79.512121,new toronto,Moderate Class,Moderate Crime
696,5765 yonge st #1204,43.783102,-79.415166,newtonbrook east,Moderate Class,Moderate Crime
697,111 newton dr,43.794606,-79.410102,newtonbrook east,Moderate Class,Moderate Crime
698,3 pemberton ave #2106,43.780486,-79.413866,newtonbrook east,Moderate Class,Moderate Crime
699,10 greenyards dr,43.79625,-79.40879,newtonbrook east,Moderate Class,Moderate Crime
700,5791 yonge st #penthouse 205,43.783997,-79.41604,newtonbrook east,Moderate Class,Moderate Crime
701,926 willowdale ave,43.785882,-79.409553,newtonbrook east,Moderate Class,Moderate Crime
702,5795 yonge st unit 611,43.784366,-79.415164,newtonbrook east,Moderate Class,Moderate Crime
703,5949 yonge st #803,43.787691,-79.416986,newtonbrook east,Moderate Class,Moderate Crime
704,105 - 39 pemberton ave,43.781088,-79.412829,newtonbrook east,Moderate Class,Moderate Crime
705,303 - 18 pemberton ave,43.781492,-79.413051,newtonbrook east,Moderate Class,Moderate Crime
706,85 drewry ave,43.78598,-79.421249,newtonbrook west,Low Class,Moderate Crime
707,66 fontainbleau dr,43.793138,-79.432029,newtonbrook west,Low Class,Moderate Crime
708,218 pleasant ave,43.790667,-79.430102,newtonbrook west,Low Class,Moderate Crime
709,27 devondale ave,43.777838,-79.435334,newtonbrook west,Low Class,Moderate Crime
710,180 patricia ave,43.788611,-79.426393,newtonbrook west,Low Class,Moderate Crime
711,37 drewry ave unit 9,43.786348,-79.419345,newtonbrook west,Low Class,Moderate Crime
712,428 connaught ave,43.784968,-79.43885,newtonbrook west,Low Class,Moderate Crime
713,9 greenview ave,43.779808,-79.418417,newtonbrook west,Low Class,Moderate Crime
714,d9 - 108 finch avenue w,43.778025,-79.424741,newtonbrook west,Low Class,Moderate Crime
715,50 moore park ave,43.793544,-79.421923,newtonbrook west,Low Class,Moderate Crime
716,557 logan ave,43.669004,-79.345758,north riverdale,High Class,Moderate Crime
717,23 cavell ave,43.676192,-79.344974,north riverdale,High Class,Moderate Crime
718,10 dearbourne ave,43.675665,-79.357432,north riverdale,High Class,Moderate Crime
719,5 - 205 bonis ave,43.672038,-79.345604,north riverdale,High Class,Moderate Crime
720,585 bloor st e #4218,43.671653,-79.371638,north st james town,Low Class,Moderate Crime
721,585 bloor st e #521,43.671653,-79.371638,north st james town,Low Class,Moderate Crime
722,2604 - 500 sherbourne st,43.667976,-79.375573,north st james town,Low Class,Moderate Crime
723,3606 - 575 bloor st e,43.671713,-79.372389,north st james town,Low Class,Moderate Crime
724,4011 - 395 bloor st e,43.672002,-79.377438,north st james town,Low Class,Moderate Crime
725,802 - 575 bloor st e,43.671713,-79.372389,north st james town,Low Class,Moderate Crime
726,30 roehampton ave unit 1902,43.708432,-79.397532,north toronto,Moderate Class,Moderate Crime
727,185 roehampton ave #2907,43.708956,-79.392982,north toronto,Moderate Class,Moderate Crime
728,185 roehampton ave #3201,43.708956,-79.392982,north toronto,Moderate Class,Moderate Crime
729,8 eglinton ave e #1910,43.707141,-79.397703,north toronto,Moderate Class,Moderate Crime
730,195 redpath ave #3307,43.7101,-79.393425,north toronto,Moderate Class,Moderate Crime
731,161 roehampton ave #penthouse 05,43.70876,-79.393794,north toronto,Moderate Class,Moderate Crime
732,99 broadway ave #2902,43.710514,-79.393306,north toronto,Moderate Class,Moderate Crime
733,25 broadway ave unit 1105,43.709918,-79.395912,north toronto,Moderate Class,Moderate Crime
734,1201 - 195 redpath avenue,43.7101,-79.393425,north toronto,Moderate Class,Moderate Crime
735,th05 - 101 erskine ave,43.711659,-79.39535,north toronto,Moderate Class,Moderate Crime
736,4308 - 8 eglinton ave e,43.707141,-79.397703,north toronto,Moderate Class,Moderate Crime
737,2410 - 5500 yonge street,43.710282,-79.398838,north toronto,Moderate Class,Moderate Crime
738,2611 - 8 eglinton ave e,43.707141,-79.397703,north toronto,Moderate Class,Moderate Crime
739,228 westview blvd,43.71338,-79.305617,o connor parkview,Moderate Class,Moderate Crime
740,4 park vis #1006,43.697968,-79.299349,o connor parkview,Moderate Class,Moderate Crime
741,106 yardley ave,43.713354,-79.300924,o connor parkview,Moderate Class,Moderate Crime
742,94 meighen ave,43.703012,-79.296084,o connor parkview,Moderate Class,Moderate Crime
743,1a alder rd,43.702996,-79.325256,o connor parkview,Moderate Class,Moderate Crime
744,54 judy sgro ave,43.727778,-79.523194,oakdale beverley heights,Low Class,Moderate Crime
745,11 ashton manr,43.720735,-79.50042,oakdale beverley heights,Low Class,Moderate Crime
746,36 ridge road,43.722761,-79.49388,oakdale beverley heights,Low Class,Moderate Crime
747,17 wintergreen rd,43.726306,-79.487547,oakdale beverley heights,Low Class,Moderate Crime
748,2117 - 5 sheppard ave e,43.733338,-79.529127,oakdale beverley heights,Low Class,Moderate Crime
749,6 elward blvd,43.691459,-79.281882,oakridge,Low Class,Moderate Crime
750,23 elba ave,43.699375,-79.274278,oakridge,Low Class,Moderate Crime
751,24 coventry st,43.692746,-79.276677,oakridge,Low Class,Moderate Crime
752,15 b medford ave,43.695692,-79.271575,oakridge,Low Class,Moderate Crime
753,210 westmount ave,43.680554,-79.443098,oakwood village,Moderate Class,Moderate Crime
754,1603 eglinton ave w #504,43.697042,-79.443072,oakwood village,Moderate Class,Moderate Crime
755,437 westmount ave,43.686951,-79.445233,oakwood village,Moderate Class,Moderate Crime
756,45 strader ave,43.693481,-79.44039,oakwood village,Moderate Class,Moderate Crime
757,82 roseneath gdns,43.684602,-79.435774,oakwood village,Moderate Class,Moderate Crime
758,500 donlands ave,43.696155,-79.346168,old east york,Moderate Class,Moderate Crime
759,716 - 20 dean park road,43.696626,-79.340371,old east york,Moderate Class,Moderate Crime
760,458 donlands ave,43.695206,-79.343583,old east york,Moderate Class,Moderate Crime
761,406 - 3303 don mills rd,43.702718,-79.334457,old east york,Moderate Class,Moderate Crime
762,368 markham st,43.658121,-79.410024,palmerston little italy,Moderate Class,Moderate Crime
763,501 palmerston boulevard,43.662755,-79.412626,palmerston little italy,Moderate Class,Moderate Crime
764,1 - 130 clinton st,43.657285,-79.414971,palmerston little italy,Moderate Class,Moderate Crime
765,7b clintwood gate,43.748509,-79.312891,parkwoods o connor hills,Moderate Class,Moderate Crime
766,130 broadlands blvd,43.746216,-79.3142,parkwoods o connor hills,Moderate Class,Moderate Crime
767,95 gaydon ave,43.721696,-79.530577,pelmo park humberlea,Moderate Class,Moderate Crime
768,59 arundel ave,43.679799,-79.351218,playter estates danforth,High Class,Moderate Crime
769,21 cambridge avenue,43.676518,-79.359986,playter estates danforth,High Class,Moderate Crime
770,41 pinto dr,43.791871,-79.339242,pleasant view,Low Class,Moderate Crime
771,303 - 70 old sheppard ave,43.778274,-79.336511,pleasant view,Low Class,Moderate Crime
772,505 - 10 muirhead rd,43.778087,-79.338531,pleasant view,Low Class,Moderate Crime
773,31 twyford rd,43.665533,-79.539719,princess rosethorn,High Class,Moderate Crime
774,45 oldham rd,43.677488,-79.542254,princess rosethorn,High Class,Moderate Crime
775,5 pheasant ln,43.662472,-79.534898,princess rosethorn,High Class,Moderate Crime
776,38 ravensbourne cres,43.67637,-79.539166,princess rosethorn,High Class,Moderate Crime
777,18 kipling grove ct,43.662635,-79.551649,princess rosethorn,High Class,Moderate Crime
778,521 the kingsway,43.672331,-79.5436,princess rosethorn,High Class,Moderate Crime
779,10 lloyd manor rd,43.659547,-79.54684,princess rosethorn,High Class,Moderate Crime
780,4 lloyd manor rd,43.659229,-79.546535,princess rosethorn,High Class,Moderate Crime
781,225 sumach st #2511,43.661007,-79.360355,regent park,Moderate Class,Moderate Crime
782,130 river st #2806,43.661484,-79.358579,regent park,Moderate Class,Moderate Crime
783,20 tubman ave #2307,43.660593,-79.359349,regent park,Moderate Class,Moderate Crime
784,ph2606 - 225 sackville st,43.659755,-79.36265,regent park,Moderate Class,Moderate Crime
785,101 clearbrooke cir,43.721799,-79.561522,rexdale kipling,Low Class,Moderate Crime
786,4 daysland rd,43.718979,-79.56295,rexdale kipling,Low Class,Moderate Crime
787,29 checkendon dr,43.732732,-79.57325,rexdale kipling,Low Class,Moderate Crime
788,80 north dr,43.678079,-79.501451,rockcliffe smythe,Low Class,Moderate Crime
789,10 blakley ave,43.671732,-79.481226,rockcliffe smythe,Low Class,Moderate Crime
790,56 rockcliffe blvd,43.679689,-79.4908,rockcliffe smythe,Low Class,Moderate Crime
791,66 cliff st,43.679993,-79.485042,rockcliffe smythe,Low Class,Moderate Crime
792,133 cordella ave,43.679261,-79.4857,rockcliffe smythe,Low Class,Moderate Crime
793,27 cameo cres,43.677017,-79.491542,rockcliffe smythe,Low Class,Moderate Crime
794,8 blakley ave,43.671695,-79.481214,rockcliffe smythe,Low Class,Moderate Crime
795,59 edinborough crt,43.672487,-79.500731,rockcliffe smythe,Low Class,Moderate Crime
796,40 fern ave,43.646039,-79.441856,roncesvalles,Moderate Class,Moderate Crime
797,18 earnbridge st,43.643518,-79.432357,roncesvalles,Moderate Class,Moderate Crime
798,64 marion st,43.642017,-79.443304,roncesvalles,Moderate Class,Moderate Crime
799,25 ritchie ave #penthouse 510,43.652358,-79.450119,roncesvalles,Moderate Class,Moderate Crime
800,213 macdonell ave,43.64631,-79.439954,roncesvalles,Moderate Class,Moderate Crime
801,209 - 369 sorauren ave,43.649997,-79.444632,roncesvalles,Moderate Class,Moderate Crime
802,11 beaumont rd,43.679924,-79.371459,rosedale moore park,High Class,Moderate Crime
803,278 bloor st e #905,43.672265,-79.380454,rosedale moore park,High Class,Moderate Crime
804,5 whitehall rd,43.683971,-79.38242,rosedale moore park,High Class,Moderate Crime
805,11 thornwood rd,43.681926,-79.385029,rosedale moore park,High Class,Moderate Crime
806,27 south dr,43.677229,-79.382582,rosedale moore park,High Class,Moderate Crime
807,136 collier st,43.67275,-79.384146,rosedale moore park,High Class,Moderate Crime
808,37 saint andrews gdns,43.685552,-79.374772,rosedale moore park,High Class,Moderate Crime
809,36 astley ave,43.688906,-79.369921,rosedale moore park,High Class,Moderate Crime
810,27 shaftesbury ave,43.68211,-79.390162,rosedale moore park,High Class,Moderate Crime
811,27 glen elm ave,43.691389,-79.393694,rosedale moore park,High Class,Moderate Crime
812,1 hawthorn ave,43.675042,-79.36985,rosedale moore park,High Class,Moderate Crime
813,48 crescent rd,43.677803,-79.387068,rosedale moore park,High Class,Moderate Crime
814,32 roxborough st e,43.678482,-79.387974,rosedale moore park,High Class,Moderate Crime
815,62 elm ave,43.67613,-79.375547,rosedale moore park,High Class,Moderate Crime
816,44 standish ave,43.688505,-79.371183,rosedale moore park,High Class,Moderate Crime
817,39 standish ave,43.6885,-79.370482,rosedale moore park,High Class,Moderate Crime
818,42 old bridle path,43.687267,-79.376363,rosedale moore park,High Class,Moderate Crime
819,52 rosedale rd,43.676621,-79.384891,rosedale moore park,High Class,Moderate Crime
820,80 crescent rd unit 300,43.67805,-79.384721,rosedale moore park,High Class,Moderate Crime
821,48 shaftesbury ave,43.682521,-79.38967,rosedale moore park,High Class,Moderate Crime
822,50 st andrews boulevard,43.686034,-79.374469,rosedale moore park,High Class,Moderate Crime
823,5 rosehill ave 607,43.686128,-79.392887,rosedale moore park,High Class,Moderate Crime
824,663 windermere ave,43.656998,-79.48273,runnymede bloor west village,High Class,Moderate Crime
825,491 jane st,43.661375,-79.489035,runnymede bloor west village,High Class,Moderate Crime
826,2191 yonge st #1708,43.705666,-79.39739,south eglinton davisville,Moderate Class,Moderate Crime
827,1815 yonge st #1801,43.695918,-79.395842,south eglinton davisville,Moderate Class,Moderate Crime
828,83 lillian st #15,43.706583,-79.393516,south eglinton davisville,Moderate Class,Moderate Crime
829,200 ac merton st,43.697552,-79.390292,south eglinton davisville,Moderate Class,Moderate Crime
830,709 - 2191 yonge st,43.705666,-79.39739,south eglinton davisville,Moderate Class,Moderate Crime
831,4906 - 2191 yonge st,43.705666,-79.39739,south eglinton davisville,Moderate Class,Moderate Crime
832,608 - 68 merton st,43.696825,-79.39399,south eglinton davisville,Moderate Class,Moderate Crime
833,305 - 125 redpath ave,43.707523,-79.392402,south eglinton davisville,Moderate Class,Moderate Crime
834,3711 - 2221 yonge st,43.70601,-79.397833,south eglinton davisville,Moderate Class,Moderate Crime
835,ph13 - 300 balliol st,43.699446,-79.387089,south eglinton davisville,Moderate Class,Moderate Crime
836,405 - 2221 yonge st,43.70601,-79.397833,south eglinton davisville,Moderate Class,Moderate Crime
837,1009 - 5 soudan ave,43.704308,-79.397063,south eglinton davisville,Moderate Class,Moderate Crime
838,38 joe shuster way #106,43.640417,-79.424649,south parkdale,Low Class,Moderate Crime
839,1926 lake shore blvd w #1805,43.635856,-79.467386,south parkdale,Low Class,Moderate Crime
840,20 joe shuster way #202,43.640144,-79.423917,south parkdale,Low Class,Moderate Crime
841,36 wilson park rd,43.637544,-79.44199,south parkdale,Low Class,Moderate Crime
842,25 laidlaw st #516,43.640554,-79.426294,south parkdale,Low Class,Moderate Crime
843,2510 - 1926 lake shore boulevard w,43.635856,-79.467386,south parkdale,Low Class,Moderate Crime
844,1105 - 2067 lake shore boulevard w,43.631453,-79.431636,south parkdale,Low Class,Moderate Crime
845,1102 - 20 laidlaw st,43.640503,-79.426858,south parkdale,Low Class,Moderate Crime
846,919 - 38 joe shuster way,43.640417,-79.424649,south parkdale,Low Class,Moderate Crime
847,1104 - 270 dufferin st,43.638483,-79.427467,south parkdale,Low Class,Moderate Crime
848,lph14 - 270 dufferin st,43.638483,-79.427467,south parkdale,Low Class,Moderate Crime
849,625 queen st e #607,43.658001,-79.352987,south riverdale,Moderate Class,Moderate Crime
850,665 queen st e #412,43.658361,-79.351159,south riverdale,Moderate Class,Moderate Crime
851,39 bushell ave,43.671322,-79.334877,south riverdale,Moderate Class,Moderate Crime
852,80 curzon st,43.665284,-79.332659,south riverdale,Moderate Class,Moderate Crime
853,25 clark st,43.660183,-79.347772,south riverdale,Moderate Class,Moderate Crime
854,90 broadview ave #526,43.65794,-79.349786,south riverdale,Moderate Class,Moderate Crime
855,2 1st ave,43.664898,-79.351918,south riverdale,Moderate Class,Moderate Crime
856,37 marjory ave,43.667421,-79.336653,south riverdale,Moderate Class,Moderate Crime
857,52 sproat ave,43.668518,-79.33323,south riverdale,Moderate Class,Moderate Crime
858,140 - 1173 dundas st e,43.664423,-79.34184,south riverdale,Moderate Class,Moderate Crime
859,627 - 150 logan avenue,43.658054,-79.341682,south riverdale,Moderate Class,Moderate Crime
860,212 alton avenue,43.66934,-79.330525,south riverdale,Moderate Class,Moderate Crime
861,308 - 625 queen street e,43.658001,-79.352987,south riverdale,Moderate Class,Moderate Crime
862,18 oaken gtwy #18,43.753729,-79.405545,st andrew windfields,High Class,Moderate Crime
863,88 forest heights blvd,43.760595,-79.378477,st andrew windfields,High Class,Moderate Crime
864,36 old colony rd,43.758104,-79.382893,st andrew windfields,High Class,Moderate Crime
865,63 bannatyne dr,43.761125,-79.370406,st andrew windfields,High Class,Moderate Crime
866,103 old colony rd,43.758834,-79.374583,st andrew windfields,High Class,Moderate Crime
867,1 silvergrove rd,43.763519,-79.374045,st andrew windfields,High Class,Moderate Crime
868,8 swansdown dr,43.759947,-79.373036,st andrew windfields,High Class,Moderate Crime
869,166 gordon rd,43.749409,-79.388568,st andrew windfields,High Class,Moderate Crime
870,195 upper canada dr,43.759994,-79.394588,st andrew windfields,High Class,Moderate Crime
871,26 crimson millway,43.752006,-79.382613,st andrew windfields,High Class,Moderate Crime
872,43 snowshoe millway,43.750779,-79.380064,st andrew windfields,High Class,Moderate Crime
873,43 snowshoe milway,43.750779,-79.380064,st andrew windfields,High Class,Moderate Crime
874,170 bayview ave #711,43.655305,-79.35375,st lawrence east bayfront the islands,High Class,Moderate Crime
875,16 yonge st suite 4006,43.64325,-79.3764,st lawrence east bayfront the islands,High Class,Moderate Crime
876,8 the esplanade #1908,43.646227,-79.376346,st lawrence east bayfront the islands,High Class,Moderate Crime
877,20/22 park lane cir,43.633001,-79.354953,st lawrence east bayfront the islands,High Class,Moderate Crime
878,222 the esplanade #713,43.649611,-79.365545,st lawrence east bayfront the islands,High Class,Moderate Crime
879,28 freeland st #4404,43.643622,-79.373959,st lawrence east bayfront the islands,High Class,Moderate Crime
880,65 harbour sq #3306,43.640082,-79.378599,st lawrence east bayfront the islands,High Class,Moderate Crime
881,70 distillery ln #1508,43.650118,-79.357935,st lawrence east bayfront the islands,High Class,Moderate Crime
882,65 scadding ave #422,43.648874,-79.365216,st lawrence east bayfront the islands,High Class,Moderate Crime
883,905 - 398 front st e,43.653005,-79.357169,st lawrence east bayfront the islands,High Class,Moderate Crime
884,329 - 155 merchants' wharf avenue,43.646203,-79.361412,st lawrence east bayfront the islands,High Class,Moderate Crime
885,1233 - 15 merchants' wharf road,43.645111,-79.364299,st lawrence east bayfront the islands,High Class,Moderate Crime
886,414 - 15 lower jarvis st,43.645272,-79.369349,st lawrence east bayfront the islands,High Class,Moderate Crime
887,2506 - 33 mill st,43.650316,-79.360978,st lawrence east bayfront the islands,High Class,Moderate Crime
888,4610 - 138 downes street,43.644513,-79.370966,st lawrence east bayfront the islands,High Class,Moderate Crime
889,10 yonge st 1001,43.642491,-79.375449,st lawrence east bayfront the islands,High Class,Moderate Crime
890,1 & 3 blithfield ave,43.632284,-79.353866,st lawrence east bayfront the islands,High Class,Moderate Crime
891,ph206 - 138 downes street,43.644513,-79.370966,st lawrence east bayfront the islands,High Class,Moderate Crime
892,4106 - 28 freeland st,43.643622,-79.373959,st lawrence east bayfront the islands,High Class,Moderate Crime
893,5301 - 100 harbour st w,43.641841,-79.379461,st lawrence east bayfront the islands,High Class,Moderate Crime
894,809 - 77 harbour square w,43.639992,-79.378887,st lawrence east bayfront the islands,High Class,Moderate Crime
895,25 bamburgh cir #929,43.815497,-79.325582,steeles,Low Class,Moderate Crime
896,1222 - 75 bamburgh circ,43.815063,-79.327295,steeles,Low Class,Moderate Crime
897,51 lady bank rd #501,43.624575,-79.511602,stonegate queensway,Moderate Class,Moderate Crime
898,38 s kingslea dr,43.641624,-79.496401,stonegate queensway,Moderate Class,Moderate Crime
899,47 stephen dr,43.632836,-79.485005,stonegate queensway,Moderate Class,Moderate Crime
900,21 kirk bradden rd w,43.638302,-79.502855,stonegate queensway,Moderate Class,Moderate Crime
901,5j brussels street,43.626893,-79.491403,stonegate queensway,Moderate Class,Moderate Crime
902,506 - 760 the queensway s,43.626178,-79.504717,stonegate queensway,Moderate Class,Moderate Crime
903,71 riverwood pkwy,43.64146,-79.493483,stonegate queensway,Moderate Class,Moderate Crime
904,622 - 859 the queensway,43.624262,-79.510293,stonegate queensway,Moderate Class,Moderate Crime
905,704 - 25 neighbourhood lane,43.638218,-79.489363,stonegate queensway,Moderate Class,Moderate Crime
906,527 - 7 smith cres,43.625997,-79.505854,stonegate queensway,Moderate Class,Moderate Crime
907,3220 sheppard ave e #318,43.777968,-79.312305,tam o shanter sullivan,Low Class,Moderate Crime
908,22 malamute cres,43.777993,-79.302685,tam o shanter sullivan,Low Class,Moderate Crime
909,3220 sheppard ave e #1506,43.777968,-79.312305,tam o shanter sullivan,Low Class,Moderate Crime
910,76 highhill drive,43.776605,-79.311642,tam o shanter sullivan,Low Class,Moderate Crime
911,3 sutherland ave,43.691634,-79.289858,taylor massey,Low Class,Moderate Crime
912,411 main st,43.692593,-79.30357,taylor massey,Low Class,Moderate Crime
913,365 beech ave #219,43.680037,-79.29045,the beaches,High Class,Moderate Crime
914,48 lockwood rd,43.669468,-79.310099,the beaches,High Class,Moderate Crime
915,34 kippendavie ave,43.666604,-79.303104,the beaches,High Class,Moderate Crime
916,2 bellefair ave unit 306,43.670263,-79.300053,the beaches,High Class,Moderate Crime
917,73 maclean ave,43.670799,-79.290289,the beaches,High Class,Moderate Crime
918,18 munro park ave,43.671794,-79.283123,the beaches,High Class,Moderate Crime
919,98 spruce hill rd,43.675156,-79.290203,the beaches,High Class,Moderate Crime
920,200 woodbine ave #601,43.668935,-79.306142,the beaches,High Class,Moderate Crime
921,167 wineva ave,43.672156,-79.295951,the beaches,High Class,Moderate Crime
922,55 hambly ave,43.673307,-79.297707,the beaches,High Class,Moderate Crime
923,44 waverley rd,43.667585,-79.300136,the beaches,High Class,Moderate Crime
924,127 boardwalk dr,43.666435,-79.305807,the beaches,High Class,Moderate Crime
925,63 hammersmith ave,43.670396,-79.293932,the beaches,High Class,Moderate Crime
926,29 glen stewart ave,43.678355,-79.295885,the beaches,High Class,Moderate Crime
927,20 cedar ave e,43.674795,-79.287507,the beaches,High Class,Moderate Crime
928,12 lark st,43.668319,-79.310823,the beaches,High Class,Moderate Crime
929,365 beech ave #penthouse 1,43.680037,-79.29045,the beaches,High Class,Moderate Crime
930,219 - 365 beech ave,43.680037,-79.29045,the beaches,High Class,Moderate Crime
931,20 cedar avenue n,43.674795,-79.287507,the beaches,High Class,Moderate Crime
932,35 brian peck cres #807,43.714593,-79.354388,thorncliffe park,Low Class,Moderate Crime
933,805 - 160 vanderhoof avenue,43.714359,-79.353187,thorncliffe park,Low Class,Moderate Crime
934,45 manning ave,43.647598,-79.408882,trinity bellwoods,Moderate Class,Moderate Crime
935,259 claremont st,43.652938,-79.412094,trinity bellwoods,Moderate Class,Moderate Crime
936,127 bellwoods ave,43.64966,-79.41204,trinity bellwoods,Moderate Class,Moderate Crime
937,180 markham rd suite 707,43.652934,-79.407872,trinity bellwoods,Moderate Class,Moderate Crime
938,10 clinton st,43.653968,-79.413663,trinity bellwoods,Moderate Class,Moderate Crime
939,6 croft st,43.657306,-79.406124,university,Moderate Class,Moderate Crime
940,271 major st,43.665445,-79.405732,university,Moderate Class,Moderate Crime
941,6 wyndcliff cres,43.735574,-79.318059,victoria village,Low Class,Moderate Crime
942,1785 eglinton ave e #203,43.724765,-79.307151,victoria village,Low Class,Moderate Crime
943,1404 - 25 sunrise ave,43.719092,-79.30226,victoria village,Low Class,Moderate Crime
944,80 john st #3201,43.646874,-79.390188,wellington place,High Class,Moderate Crime
