Street address,City,State,Zip/Postal Code,Country,Latitude,Longitude,Postal Code
1919 Beach Ave #1600, Vancouver,BC,V6G1Z2,Canada,49.288974,-123.142904,V6G
3518 King Edward Ave W, Vancouver,BC,V6S1M5,Canada,49.249672,-123.182512,V6S
3232 Columbia St, Vancouver,BC,V5Y0B6,Canada,49.256458,-123.109996,V5Y
3628 W 5th Ave, Vancouver,BC,V6R1S2,Canada,49.26745,-123.184331,V6R
433 SW Marine Dr #501, Vancouver,BC,V5X2P9,Canada,49.211409,-123.096518,V5X
690 W 6th Ave, Vancouver,BC,V5Z1A3,Canada,49.265627,-123.120135,V5Z
2316 Prince Albert St, Vancouver,BC,V5T3W5,Canada,49.264002,-123.086872,V5T
2729 Ward St, Vancouver,BC,V5R4S6,Canada,49.23942,-123.049016,V5R
1055 W 57th Ave, Vancouver,BC,V6P1S6,Canada,49.219579,-123.130073,V6P
1274 Barclay St #107, Vancouver,BC,V6E1H3,Canada,49.285107,-123.130595,V6E
4627 W 15th Ave, Vancouver,BC,V6R3B5,Canada,49.259608,-123.21319,V6R
888 E 12th Ave, Vancouver,BC,V5T2J2,Canada,49.25942,-123.085662,V5T
1003 Burnaby St #1005, Vancouver,BC,V6E4R7,Canada,49.278791,-123.130299,V6E
1487 Minto Cres, Vancouver,BC,V6H2J6,Canada,49.24305,-123.138757,V6H
1625 Hornby St #1202, Vancouver,BC,V6Z2M2,Canada,49.27511,-123.133774,V6Z
1290 E 48th Ave, Vancouver,BC,V5W2E7,Canada,49.225929,-123.080296,V5W
1315 Cardero St #604, Vancouver,BC,V6G2J2,Canada,49.284113,-123.140719,V6G
5808 Crown St, Vancouver,BC,V6N2B7,Canada,49.233799,-123.193358,V6N
2095 Beach Ave #503, Vancouver,BC,V6G1Z3,Canada,49.290514,-123.145319,V6G
6038 Marguerite St, Vancouver,BC,V6M3L1,Canada,49.231293,-123.14444,V6M
1238 Melville St #2601, Vancouver,BC,V6E4N2,Canada,49.288222,-123.125361,V6E
4650 NW Marine Dr, Vancouver,BC,V6R1B9,Canada,49.275009,-123.213294,V6R
758 E 60th Ave #1, Vancouver,BC,V5X2A4,Canada,49.21538,-123.089055,V5X
1199 Marinaside Cres, Vancouver,BC,V6Z2Y2,Canada,49.273129,-123.120638,V6Z
1789 E 63rd Ave, Vancouver,BC,V5P2L9,Canada,49.213103,-123.069362,V5P
3641 W 29th Ave #201, Vancouver,BC,V6S1T5,Canada,49.24639,-123.185903,V6S
6975 Prescott St, Vancouver,BC,V6N1N2,Canada,49.222857,-123.17812,V6N
5212 Maple St, Vancouver,BC,V6M3T5,Canada,49.238864,-123.151651,V6M
1425 E 27th Ave, Vancouver,BC,V5N2W5,Canada,49.246091,-123.075387,V5N
1861 Beach Ave #5, Vancouver,BC,V6G1Z1,Canada,49.288355,-123.142148,V6G
3256 Georgia St E, Vancouver,BC,V5K2L3,Canada,49.278011,-123.034836,V5K
1445 Marpole Ave #508, Vancouver,BC,V6H1S5,Canada,49.257539,-123.138386,V6H
688 W 6th Ave, Vancouver,BC,V5Z1A3,Canada,49.265627,-123.120135,V5Z
1728 Cypress St, Vancouver,BC,V6J4W2,Canada,49.270202,-123.148145,V6J
1511 Barclay St, Vancouver,BC,V6G1J8,Canada,49.287638,-123.133308,V6G
2959 W 16th Ave, Vancouver,BC,V6K3C7,Canada,49.258061,-123.171668,V6K
1133 Cypress St, Vancouver,BC,V6J3K8,Canada,49.275969,-123.147889,V6J
1603 Matthews Ave, Vancouver,BC,V6J2T1,Canada,49.253184,-123.141679,V6J
1349 E 14th Ave, Vancouver,BC,V5N2C7,Canada,49.258053,-123.076418,V5N
4390 Kaslo St, Vancouver,BC,V5R2B7,Canada,49.245353,-123.046751,V5R
3941 W 33rd Ave, Vancouver,BC,V6N2H7,Canada,49.242655,-123.19211,V6N
4655 Rupert St, Vancouver,BC,V5R2J4,Canada,49.243016,-123.035931,V5R
1790 Bayshore Dr PENTHOUSE 3, Vancouver,BC,V6G3G5,Canada,49.292365,-123.132616,V6G
830 E 14th Ave, Vancouver,BC,V5T2N6,Canada,49.25763,-123.086523,V5T
2232 Renfrew St #1, Vancouver,BC,V5M3J7,Canada,49.264445,-123.043814,V5M
1350 W 32nd Ave, Vancouver,BC,V6H2J3,Canada,49.243717,-123.136418,V6H
827 E 16th Ave, Vancouver,BC,V5T2V7,Canada,49.256569,-123.086848,V5T
2408 W 22nd Ave, Vancouver,BC,V6L1L9,Canada,49.25243,-123.160486,V6L
3428 Adanac St #13, Vancouver,BC,V5K5H5,Canada,49.2768,-123.030082,V5K
3557 Marshall St, Vancouver,BC,V5N4S2,Canada,49.252214,-123.063015,V5N
1296 W 6th Ave, Vancouver,BC,V6H1A5,Canada,49.265875,-123.133367,V6H
3337 Quesnel Dr, Vancouver,BC,V6S1Z7,Canada,49.256448,-123.179346,V6S
5189 Cambie St #501, Vancouver,BC,V5Z0J4,Canada,49.237902,-123.116631,V5Z
1712 E 34th Ave, Vancouver,BC,V5P1A3,Canada,49.239055,-123.070827,V5P
950 Cambie St #2104, Vancouver,BC,V6B5X5,Canada,49.27625,-123.117257,V6B
2658 Waterloo St, Vancouver,BC,V6R3H7,Canada,49.262836,-123.179458,V6R
4955 Somerville St, Vancouver,BC,V5W3H1,Canada,49.239699,-123.086055,V5W
233 Robson St #603, Vancouver,BC,V6B0E8,Canada,49.278324,-123.114214,V6B
5350 Balsam St #503, Vancouver,BC,V6M4B4,Canada,49.237701,-123.160889,V6M
950 Bidwell St PENTHOUSE 2, Vancouver,BC,V6G2J9,Canada,49.288731,-123.136078,V6G
2817 Clark Dr #201, Vancouver,BC,V5N3H7,Canada,49.259353,-123.077979,V5N
3204 Coleridge Ave, Vancouver,BC,V5S3A5,Canada,49.225992,-123.038514,V5S
138 Hastings St E #605, Vancouver,BC,V6A0E6,Canada,49.281058,-123.101197,V6A
3379 Heather St, Vancouver,BC,V5Z3K6,Canada,49.255423,-123.120533,V5Z
4347 W 9th Ave, Vancouver,BC,V6R2C8,Canada,49.264875,-123.204433,V6R
845 Chilco St #1501, Vancouver,BC,V6G2R2,Canada,49.292989,-123.139433,V6G
3839 W 35th Ave, Vancouver,BC,V6N2N8,Canada,49.240746,-123.189258,V6N
2545 Broadway W #216, Vancouver,BC,V6K2E9,Canada,49.264294,-123.163584,V6K
4586 W 8th Ave, Vancouver,BC,V6R2A5,Canada,49.265369,-123.211463,V6R
150 Cordova St E #903, Vancouver,BC,V6A0E7,Canada,49.282046,-123.100519,V6A
3315 Knight St, Vancouver,BC,V5N3K7,Canada,49.255054,-123.076285,V5N
1077 Cordova St W PENTHOUSE 4201, Vancouver,BC,V6C2C6,Canada,49.288396,-123.117833,V6C
885 Cambie St #2500, Vancouver,BC,V6B0R6,Canada,49.277518,-123.116547,V6B
1050 Chilco St #606, Vancouver,BC,V6G2R8,Canada,49.290238,-123.142748,V6G
1222 Victoria Dr, Vancouver,BC,V5L4H3,Canada,49.273427,-123.065333,V5L
1066 Hamilton St #205, Vancouver,BC,V6B2R9,Canada,49.276179,-123.120217,V6B
3644 E 28th Ave #3, Vancouver,BC,V5R1T7,Canada,49.245106,-123.024899,V5R
2549 E Kent Ave N, Vancouver,BC,V5S2H7,Canada,49.206175,-123.055214,V5S
1777 Bayshore Dr PENTHOUSE 2, Vancouver,BC,V6G3H2,Canada,49.292959,-123.132023,V6G
1895 E 39th Ave, Vancouver,BC,V5P1H5,Canada,49.234713,-123.067314,V5P
3123 W 27th Ave, Vancouver,BC,V6L1W6,Canada,49.248277,-123.174557,V6L
183 Keefer Pl #904, Vancouver,BC,V6B6B9,Canada,49.280356,-123.10826,V6B
2811 W 12th Ave, Vancouver,BC,V6K2R1,Canada,49.261638,-123.168606,V6K
3364 Marquette Cres #439, Vancouver,BC,V5S4K4,Canada,49.212937,-123.031175,V5S
6262 Angus Dr, Vancouver,BC,V6M3P3,Canada,49.229273,-123.147476,V6M
625 E 44th Ave, Vancouver,BC,V5W1W4,Canada,49.230373,-123.092097,V5W
3588 Sawmill Cres #101, Vancouver,BC,V5S0E3,Canada,49.206218,-123.02787,V5S
1128 Quebec St #1806, Vancouver,BC,V6A4E1,Canada,49.274651,-123.101142,V6A
1386 W 73rd Ave #102, Vancouver,BC,V6P3E8,Canada,49.204706,-123.137817,V6P
5058 Joyce St #1208, Vancouver,BC,V5R0J9,Canada,49.238596,-123.031047,V5R
6926 Blenheim St, Vancouver,BC,V6N1R9,Canada,49.223172,-123.178516,V6N
1188 Howe St #2303, Vancouver,BC,V6Z2S8,Canada,49.278315,-123.12697,V6Z
1230 Comox St #303, Vancouver,BC,V6E1K7,Canada,49.283365,-123.13222,V6E
983 Hastings St E #202, Vancouver,BC,V6A1P2,Canada,49.28134,-123.084033,V6A
1850 Comox St #1206, Vancouver,BC,V6G1R3,Canada,49.288968,-123.140776,V6G
1649 W 69th Ave, Vancouver,BC,V6P2W7,Canada,49.209824,-123.145369,V6P
2365 W 3rd Ave #301, Vancouver,BC,V6K1L6,Canada,49.269357,-123.159169,V6K
1328 W Pender St #2807, Vancouver,BC,V6E4S9,Canada,49.289067,-123.126664,V6E
1075 W 13th Ave #203, Vancouver,BC,V6H1N1,Canada,49.25993,-123.128457,V6H
328 Semlin Dr, Vancouver,BC,V5L0A6,Canada,49.281704,-123.063998,V5L
4535 W 1st Ave, Vancouver,BC,V6R1H7,Canada,49.272378,-123.209913,V6R
2018 E 6th Ave, Vancouver,BC,V5N1P1,Canada,49.264772,-123.06343,V5N
3576 Georgia St E, Vancouver,BC,V5K2L8,Canada,49.278003,-123.026556,V5K
155 E 23rd Ave, Vancouver,BC,V5V1X1,Canada,49.250457,-123.102081,V5V
1450 Pennyfarthing Dr #1003, Vancouver,BC,V6J4X8,Canada,49.272062,-123.141305,V6J
1530 W 8th Ave #805, Vancouver,BC,V6J5M6,Canada,49.264277,-123.139811,V6J
4502 Nanaimo St, Vancouver,BC,V5N5J4,Canada,49.244476,-123.056264,V5N
1318 W 6th Ave #201, Vancouver,BC,V6H1A7,Canada,49.26586,-123.134113,V6H
2767 W 21st Ave, Vancouver,BC,V6L1K4,Canada,49.253915,-123.166853,V6L
3132 Maple St, Vancouver,BC,V6J4X3,Canada,49.257641,-123.15101,V6J
1500 Howe St #2304, Vancouver,BC,V6Z2N1,Canada,49.274171,-123.132003,V6Z
1344 Laburnum St, Vancouver,BC,V6J3W3,Canada,49.274001,-123.151118,V6J
3513 Triumph St, Vancouver,BC,V5K1S5,Canada,49.28412,-123.027764,V5K
