Street address,Neighbourhood,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
816 Lansdowne Ave #216,junction-wallace emerson,43.665661,-79.447378,399000,1 bd,1 ba,,0,0,0,1,17,1,3,4,0,0,0,0,0,0,0,0,2,4,4,61,2,11,11,0,13,0,0,0,0,1,0,4,11,8,109,9,53,32,0,44,0,0,0,0,2,POINT (-79.447378 43.665661),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
1285 Dupont St #2301,junction-wallace emerson,43.667732,-79.442661,749900,2 bds,2 ba,,0,0,0,2,17,1,2,0,0,0,0,0,0,0,1,0,1,4,3,54,3,5,6,0,7,0,0,0,0,1,0,3,10,6,117,9,67,30,0,48,0,0,0,0,1,POINT (-79.442661 43.667732),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
1438A Dufferin St,junction-wallace emerson,43.67111,-79.440411,1998000,3 bds,6 ba,,0,0,1,1,18,2,2,0,0,1,0,0,0,0,1,0,0,5,3,59,3,29,8,0,11,0,0,0,0,1,0,2,10,5,124,9,69,30,0,39,0,0,0,0,1,POINT (-79.440411 43.67111),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
33 Edwin Ave,junction-wallace emerson,43.662925,-79.454429,2900000,7 bds,10 ba,,0,0,3,0,16,0,2,4,0,5,0,0,0,0,0,0,3,7,3,55,4,16,13,0,17,0,0,0,0,0,0,4,9,5,109,12,61,30,0,37,0,0,0,0,2,POINT (-79.454429 43.662925),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
216 Wallace Ave,junction-wallace emerson,43.662268,-79.445568,999999,3,2,,0,1,0,1,14,1,1,4,0,2,0,0,0,0,0,0,2,4,7,54,6,19,15,0,18,0,0,0,0,1,0,4,10,8,104,16,49,30,0,70,0,0,0,0,2,POINT (-79.445568 43.662268),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
206 Brandon Ave,junction-wallace emerson,43.668907,-79.447512,1198000,4,3,,0,0,0,1,17,0,2,2,0,0,0,0,0,0,0,0,0,5,3,59,2,18,12,0,6,0,0,0,0,1,0,3,14,6,109,6,56,32,0,31,0,0,0,0,1,POINT (-79.447512 43.668907),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
1474 Dufferin St,junction-wallace emerson,43.672404,-79.441026,899000,3,3,,0,0,2,0,18,1,2,0,0,2,0,0,0,0,1,0,0,6,3,63,3,36,11,0,14,0,0,0,0,1,0,2,9,5,117,7,55,28,0,23,0,0,0,0,1,POINT (-79.441026 43.672404),1641,328,718,144,573,115,350,70,3730,7710,2745,2745,1755,735,3855,8715,3240,2395,755,455
147 Cameron Ave,keelesdale-eglinton west,43.689775,-79.471368,799000,3 bds,2 ba,,0,0,1,1,13,0,5,1,0,8,0,0,0,0,0,0,0,5,3,36,0,10,1,0,15,0,0,0,0,0,0,0,8,3,97,2,17,2,0,18,0,0,0,0,1,POINT (-79.471368 43.689775),909,182,456,91,294,59,159,32,2110,4230,1350,1020,375,155,2150,4805,1340,725,140,90
112 Laurel Ave,kennedy park,43.72521,-79.258113,829900,4 bds,2 ba,,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2,4,1,46,0,3,0,0,0,0,0,0,0,0,0,3,5,4,92,0,16,1,0,12,0,0,0,0,0,POINT (-79.258113 43.72521),1784,357,968,194,427,85,389,78,3495,6530,1890,1235,505,95,3570,7295,1760,930,110,75
850 Danforth Rd,kennedy park,43.726901,-79.253184,799900,5 bds,2 ba,,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,1,33,0,4,0,0,1,0,0,0,0,0,0,3,7,2,111,1,15,0,0,10,0,0,0,0,1,POINT (-79.253184 43.726901),1784,357,968,194,427,85,389,78,3495,6530,1890,1235,505,95,3570,7295,1760,930,110,75
195 McCaul St #909,kensington-chinatown,43.6567,-79.392206,449900,0,1 ba,,5,2,25,1,10,4,34,30,0,38,0,0,0,0,0,8,3,83,9,37,17,190,102,0,109,0,0,0,0,4,9,9,174,28,92,47,454,229,0,362,0,0,0,0,15,POINT (-79.392206 43.6567),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
78 Carr St #TOWNHOUSE 32,kensington-chinatown,43.649695,-79.403974,699000,2 bds,2 ba,,1,0,2,2,6,0,27,15,0,35,0,0,0,0,1,1,0,6,9,14,19,242,81,0,93,0,0,0,0,7,3,0,47,18,32,35,359,133,0,133,0,0,0,0,11,POINT (-79.403974 43.649695),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
488 University Ave #2507,kensington-chinatown,43.655154,-79.38905,1350000,3 bds,2 ba,,5,1,7,1,9,3,49,28,0,41,0,0,0,0,1,6,6,47,10,45,24,198,116,0,197,0,0,0,0,4,9,11,164,31,93,55,461,248,0,413,0,0,0,0,18,POINT (-79.38905 43.655154),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
1901 - 195 McCaul St,kensington-chinatown,43.6567,-79.392206,1905871,3,3,,5,2,25,1,10,4,34,30,0,38,0,0,0,0,0,8,3,83,9,37,17,190,102,0,109,0,0,0,0,4,9,9,174,28,92,47,454,229,0,362,0,0,0,0,15,POINT (-79.392206 43.6567),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
Ph16 - 80 Vanauley St,kensington-chinatown,43.649677,-79.399231,679000,2,1,,0,0,3,4,0,4,64,22,0,28,0,0,0,0,2,1,0,10,15,11,21,245,86,0,99,0,0,0,0,7,7,2,79,20,31,41,377,163,0,210,0,0,0,0,12,POINT (-79.399231 43.649677),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
161 August Avenue,kensington-chinatown,43.652934,-79.401168,1279000,5,4,,1,0,1,4,0,1,92,29,0,31,0,0,0,0,1,3,0,36,9,11,18,233,79,0,93,0,0,0,0,7,7,2,113,16,41,41,386,151,0,178,0,0,0,0,11,POINT (-79.401168 43.652934),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
2006 - 238 Simcoe Street,kensington-chinatown,43.653695,-79.389079,598000,1,1,,2,2,8,1,9,5,53,30,0,44,0,0,0,0,1,6,5,37,11,39,29,218,129,0,222,0,0,0,0,6,9,11,135,29,89,55,468,245,0,422,0,0,0,0,19,POINT (-79.389079 43.653695),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540
320 Dixon Rd #506,kingsview village-the westway,43.696822,-79.552528,399900,2 bds,1 ba,,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,1,2,0,5,0,0,0,0,0,0,0,8,0,61,0,2,2,0,6,0,0,0,0,0,POINT (-79.552528 43.696822),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
20 Fletcher Pl,kingsview village-the westway,43.6912,-79.546078,899000,3 bds,2 ba,,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,1,2,0,1,0,0,0,0,0,0,0,11,0,72,0,1,4,0,10,0,0,0,0,1,POINT (-79.546078 43.6912),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
114 Saskatoon Dr,kingsview village-the westway,43.69309,-79.544397,1549900,6 bds,4 ba,,0,0,0,0,6,0,1,2,0,1,0,0,0,0,0,0,0,5,0,27,0,1,2,0,1,0,0,0,0,0,0,0,11,0,67,0,2,3,0,12,0,0,0,0,1,POINT (-79.544397 43.69309),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
330 Dixon Rd #2705,kingsview village-the westway,43.695777,-79.553152,399999,2 bds,1 ba,,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32,0,0,2,0,4,0,0,0,0,0,0,0,8,0,61,0,2,2,0,5,0,0,0,0,0,POINT (-79.553152 43.695777),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
340 Dixon Rd #1508,kingsview village-the westway,43.695609,-79.553852,395000,2 bds,1 ba,,0,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,29,0,0,1,0,4,0,0,0,0,0,0,0,9,0,62,0,2,2,0,5,0,0,0,0,0,POINT (-79.553852 43.695609),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
32 Windsor Rd,kingsview village-the westway,43.699963,-79.556916,1280000,4 bds,2 ba,,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,28,0,1,0,0,4,0,0,0,0,0,0,1,7,0,46,0,1,2,0,10,0,0,0,0,0,POINT (-79.556916 43.699963),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
703 - 320 Dixon Rd,kingsview village-the westway,43.695333,-79.554061,449900,2,1,,0,0,2,0,5,0,0,0,0,4,0,0,0,0,0,0,0,4,0,30,0,0,1,0,4,0,0,0,0,0,0,0,9,0,62,0,2,2,0,5,0,0,0,0,0,POINT (-79.554061 43.695333),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
112 Stapleton Dr,kingsview village-the westway,43.688736,-79.546318,1150000,4,3,,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,1,2,0,3,0,0,0,0,1,0,0,12,0,72,0,1,4,0,10,0,0,0,0,1,POINT (-79.546318 43.688736),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255
11 Kingsway Cres,kingsway south,43.653748,-79.504572,7950000,5 bds,7 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,22,2,8,1,1,4,0,0,0,0,2,0,2,7,1,67,4,16,4,1,11,0,0,0,0,2,POINT (-79.504572 43.653748),585,117,130,26,361,72,94,19,1185,1515,760,970,985,1750,1290,1705,960,1090,610,1515
1001 - 30 Old Mill Rd,kingsway south,43.651158,-79.492337,2995000,3,3,,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,1,0,25,2,13,5,1,4,0,0,0,0,0,0,2,3,0,51,3,22,8,1,8,0,0,0,0,2,POINT (-79.492337 43.651158),585,117,130,26,361,72,94,19,1185,1515,760,970,985,1750,1290,1705,960,1090,610,1515
32 Highgate Rd,kingsway south,43.652373,-79.517571,2695000,5,5,,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,10,1,40,4,14,3,1,12,0,0,0,0,1,0,2,13,3,92,6,30,8,1,23,0,0,0,0,3,POINT (-79.517571 43.652373),585,117,130,26,361,72,94,19,1185,1515,760,970,985,1750,1290,1705,960,1090,610,1515
65 Huntingdale Blvd UNIT 1507,l'amoreaux west,43.795184,-79.324378,685000,3 bds,2 ba,,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,2,2,0,6,0,0,0,0,2,0,0,14,0,69,0,6,2,0,8,0,0,0,0,2,POINT (-79.324378 43.795184),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260
2800 Warden Ave #1004,l'amoreaux west,43.795721,-79.315724,399900,2 bds,2 ba,,0,0,0,0,14,0,2,1,0,4,0,0,0,0,0,0,0,7,0,20,0,2,1,0,4,0,0,0,0,1,1,0,9,0,71,0,3,2,0,4,0,0,0,0,2,POINT (-79.315724 43.795721),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260
3151 Bridletowne Cir #1901,l'amoreaux west,43.797559,-79.319846,599900,3 bds,2 ba,,0,0,1,0,10,0,2,1,0,4,0,0,0,0,1,0,0,6,0,28,0,2,1,0,4,0,0,0,0,1,1,0,15,0,65,0,4,2,0,6,0,0,0,0,2,POINT (-79.319846 43.797559),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260
73 Pettibone Sq,l'amoreaux west,43.798185,-79.329407,898000,3,2,,0,0,2,0,10,0,0,0,0,2,0,0,0,0,1,0,0,5,0,36,0,1,1,0,2,0,0,0,0,1,0,0,12,0,73,0,8,2,0,8,0,0,0,0,2,POINT (-79.329407 43.798185),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260
3 Thornhill Ave,lambton baby point,43.65734,-79.488801,1898000,3 bds,4 ba,,0,0,1,0,8,1,6,3,0,1,0,0,0,0,0,0,1,2,0,29,1,10,4,0,2,0,0,0,0,0,1,2,8,1,105,3,38,13,1,23,0,0,0,0,1,POINT (-79.488801 43.65734),331,66,148,30,134,27,49,10,1265,1820,755,680,790,750,1310,2115,755,915,295,665
4978 Yonge St UNIT 1911,lansing-westgate,43.76562,-79.412725,529900,1 bd,1 ba,,0,1,1,4,14,0,18,9,0,26,0,0,0,0,1,0,2,4,7,32,0,38,20,1,35,0,0,0,0,1,0,2,9,7,70,0,84,27,1,39,0,0,0,0,1,POINT (-79.412725 43.76562),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
9 Bogert Ave #2801,lansing-westgate,43.760385,-79.411435,728000,2 bds,2 ba,,0,1,0,5,18,0,18,9,0,27,0,0,0,0,1,0,2,1,7,30,0,25,15,0,33,0,0,0,0,1,0,2,5,8,64,0,43,19,1,36,0,0,0,0,1,POINT (-79.411435 43.760385),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
78 Cameron Ave,lansing-westgate,43.75622,-79.415729,2835000,3 bds,5 ba,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,25,0,17,8,0,25,0,0,0,0,0,0,2,2,7,48,0,27,17,0,33,0,0,0,0,1,POINT (-79.415729 43.75622),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
108 Sandringham Dr,lansing-westgate,43.746887,-79.420259,14998000,6 bds,8 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,1,0,0,0,0,0,0,0,5,0,37,1,21,3,0,1,0,0,0,0,0,POINT (-79.420259 43.746887),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
165 Armour Blvd,lansing-westgate,43.742751,-79.430794,2850000,6,4,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,10,2,0,5,0,0,0,0,0,0,0,4,0,57,1,23,5,0,6,0,0,0,0,0,POINT (-79.430794 43.742751),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
70 Don River Boulevard,lansing-westgate,43.758226,-79.433172,3545000,4,3,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,4,1,0,3,0,0,0,0,1,0,0,3,1,45,0,5,1,0,6,0,0,0,0,1,POINT (-79.433172 43.758226),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
14 Franklin Ave,lansing-westgate,43.756456,-79.41058,1199900,6,2,,0,0,0,3,5,0,7,4,0,5,0,0,0,0,0,0,1,0,6,30,0,19,9,0,27,0,0,0,0,1,0,3,2,7,72,0,30,20,0,38,0,0,0,0,1,POINT (-79.41058 43.756456),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095
175 Teddington Park Ave,lawrence park north,43.734233,-79.396869,14680000,6 bds,9 ba,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,10,8,0,8,0,0,0,0,2,0,1,1,1,81,1,10,9,0,8,0,0,0,0,2,POINT (-79.396869 43.734233),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315
195 Brookdale Ave,lawrence park north,43.728471,-79.409622,1995000,3,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,44,1,18,12,0,12,0,0,0,0,3,0,1,3,3,90,2,40,15,0,15,0,0,0,0,3,POINT (-79.409622 43.728471),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315
100 Roe Ave,lawrence park north,43.733405,-79.41572,3188800,5,5,,0,0,0,0,5,1,14,2,0,3,0,0,0,0,0,0,0,1,1,33,1,26,5,0,6,0,0,0,0,0,0,0,4,2,70,2,40,13,0,14,0,0,0,0,3,POINT (-79.41572 43.733405),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315
200 Snowdon Ave,lawrence park north,43.732815,-79.396728,3950000,5,5,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,1,10,8,0,8,0,0,0,0,2,0,1,2,1,76,1,10,9,0,8,0,0,0,0,2,POINT (-79.396728 43.732815),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315
64 Glengowan Rd,lawrence park south,43.721159,-79.392357,9950000,6 bds,6 ba,,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,4,0,0,0,0,0,0,0,0,0,1,10,6,90,3,30,17,1,19,0,0,0,0,2,POINT (-79.392357 43.721159),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
58 Lytton Blvd,lawrence park south,43.71588,-79.403981,3995000,7 bds,5 ba,,0,0,0,0,3,0,4,4,0,4,0,0,0,0,1,0,0,4,3,24,1,27,12,0,11,0,0,0,0,1,0,2,7,9,112,6,60,31,1,48,0,0,0,0,4,POINT (-79.403981 43.71588),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
1 Strathgowan Ave #403,lawrence park south,43.718724,-79.400268,1700000,2 bds,3 ba,,0,0,0,0,7,0,4,4,0,2,0,0,0,0,1,0,1,4,4,44,1,19,10,0,7,0,0,0,0,1,0,2,7,8,103,7,53,30,1,47,0,0,0,0,4,POINT (-79.400268 43.718724),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
812 Duplex Ave,lawrence park south,43.718239,-79.403956,1895000,4 bds,2 ba,,0,0,0,0,7,0,3,2,0,1,0,0,0,0,1,0,1,2,3,32,1,11,10,0,6,0,0,0,0,1,0,2,7,7,102,4,47,26,0,41,0,0,0,0,5,POINT (-79.403956 43.718239),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
170 Strathallan Blvd,lawrence park south,43.714008,-79.417412,3399000,5 bds,3 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,1,0,0,0,0,0,0,1,0,0,6,3,84,2,22,7,0,7,0,0,0,0,1,POINT (-79.417412 43.714008),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
185 Dawlish Ave,lawrence park south,43.722026,-79.390921,9990000,6 bds,8 ba,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,2,1,8,2,85,1,11,10,1,6,0,0,0,0,1,POINT (-79.390921 43.722026),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
488 Roselawn Ave,lawrence park south,43.70797,-79.414299,2050000,4 bds,2 ba,,0,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,3,1,34,2,17,6,0,4,0,0,0,0,0,0,0,6,1,81,2,19,8,0,5,0,0,0,0,0,POINT (-79.414299 43.70797),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
205 - 2550 Lawrence Ave E,lawrence park south,43.727297,-79.391084,589000,3,2,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,1,1,9,1,73,1,5,6,0,5,0,0,0,0,1,POINT (-79.391084 43.727297),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
159 Cortleigh Blvd,lawrence park south,43.712703,-79.412436,5990000,5,5,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,19,0,6,2,0,2,0,0,0,0,0,0,0,6,3,75,3,34,17,0,11,0,0,0,0,2,POINT (-79.412436 43.712703),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700
2 Garden Cir,leaside-bennington,43.694975,-79.375138,2150000,4 bds,2 ba,,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,3,0,25,0,3,2,0,1,0,0,0,0,0,0,0,10,0,64,0,22,5,0,6,0,0,0,0,0,POINT (-79.375138 43.694975),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440
100 Glenvale Blvd,leaside-bennington,43.717745,-79.371309,3848000,5 bds,5 ba,,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22,0,2,1,28,0,2,2,0,4,0,0,0,0,0,23,0,14,2,63,0,24,7,0,11,0,0,0,0,0,POINT (-79.371309 43.717745),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440
272 Rumsey Rd,leaside-bennington,43.712369,-79.369841,1675000,4 bds,2 ba,"1,692 sqft",0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,3,0,4,2,39,0,23,4,0,7,0,0,0,0,0,22,0,6,4,83,0,34,11,0,17,0,0,0,0,0,POINT (-79.369841 43.712369),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440
319 Laird Dr,leaside-bennington,43.716006,-79.365486,1499999,3 bds,2 ba,,1,0,1,0,7,0,1,0,0,1,0,0,0,0,0,5,0,2,1,30,0,6,3,0,4,0,0,0,0,0,22,0,5,4,68,0,15,9,0,12,0,0,0,0,0,POINT (-79.365486 43.716006),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440
161 Parkhurst Blvd,leaside-bennington,43.710267,-79.365619,1546499,2,2,,0,0,0,1,17,0,5,0,0,4,0,0,0,0,0,0,0,4,3,45,0,12,6,0,8,0,0,0,0,0,5,0,5,4,72,0,33,10,0,14,0,0,0,0,0,POINT (-79.365619 43.710267),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440
612 - 3237 Bayview Ave,leaside-bennington,43.684212,-79.365215,619000,3,2,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,2,1,0,0,0,0,0,0,0,1,12,1,60,1,9,6,1,8,0,0,0,0,1,POINT (-79.365215 43.684212),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440
36 Lisgar St #1010,little portugal,43.641739,-79.423316,499900,2 bds,2 ba,,0,0,0,3,2,3,22,11,0,11,0,0,0,0,0,0,1,3,7,40,8,82,33,0,36,0,0,0,0,2,1,1,10,10,56,12,118,54,0,61,0,0,0,0,3,POINT (-79.423316 43.641739),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
43 Rusholme Rd,little portugal,43.650755,-79.426961,2899000,5 bds,4 ba,,0,0,1,1,1,2,11,4,0,5,0,0,0,0,1,0,0,8,6,24,8,73,24,0,35,0,0,0,0,2,0,2,16,10,74,24,162,68,0,97,0,0,0,0,5,POINT (-79.426961 43.650755),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
20 Gladstone Ave #417,little portugal,43.643481,-79.427721,729000,2 bds,2 ba,,0,0,1,1,9,2,15,8,0,13,0,0,0,0,0,0,0,4,8,25,7,76,29,0,36,0,0,0,0,2,1,1,14,12,65,14,129,55,0,75,0,0,0,0,4,POINT (-79.427721 43.643481),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
36 Lisgar St #708W,little portugal,43.641739,-79.423316,399900,2 bds,1 ba,,0,0,0,3,2,3,22,11,0,11,0,0,0,0,0,0,1,3,7,40,8,82,33,0,36,0,0,0,0,2,1,1,10,10,56,12,118,54,0,61,0,0,0,0,3,POINT (-79.423316 43.641739),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
68 Abell St UNIT 1001,little portugal,43.642434,-79.424538,698000,2 bds,2 ba,,0,0,0,2,6,2,14,9,0,12,0,0,0,0,0,0,1,3,7,32,8,83,34,0,38,0,0,0,0,2,1,1,12,12,63,12,122,56,0,69,0,0,0,0,3,POINT (-79.424538 43.642434),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
1005 - 8 Dovercourt Rd,little portugal,43.641637,-79.421844,665000,2,1,,0,0,1,2,6,3,20,13,0,11,0,0,0,0,0,0,1,3,7,39,8,79,31,0,32,0,0,0,0,2,1,1,9,9,58,12,120,59,0,66,0,0,0,0,2,POINT (-79.421844 43.641637),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
418 - 150 Sudbury St,little portugal,43.641504,-79.424224,599900,2,1,,0,0,0,2,6,3,21,8,0,13,0,0,0,0,0,0,1,3,8,38,7,81,32,0,37,0,0,0,0,2,1,1,11,12,60,12,118,51,0,64,0,0,0,0,3,POINT (-79.424224 43.641504),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
