Street address,City,State,Zip/Postal Code,Country,Latitude,Longitude,Postal Code,X
418 Davenport Rd, Toronto,ON,M4V1B5,Canada,43.678098,-79.406458,M4V,1B5
65 Scadding Ave #422, Toronto,ON,M5A4L1,Canada,43.648874,-79.365216,M5A,4L1
524 Scarborough Golf Club Rd, Toronto,ON,M1G1H2,Canada,43.760083,-79.215919,M1G,1H2
42 Old Bridle Path, Toronto,ON,M4T1A7,Canada,43.687267,-79.376363,M4T,1A7
368 Markham St, Toronto,ON,M6G2K9,Canada,43.658121,-79.410024,M6G,2K9
24A Massey St, Toronto,ON,M6J3T7,Canada,43.642716,-79.413217,M6J,3T7
428 Connaught Ave, Toronto,ON,M2R2M3,Canada,43.784968,-79.43885,M2R,2M3
650 Queens Quay W #921, Toronto,ON,M5V3N2,Canada,43.635702,-79.398839,M5V,3N2
277 Indian Rd, Toronto,ON,M6R2X4,Canada,43.652109,-79.455322,M6R,2X4
61 Arjay Cres, Toronto,ON,M2L1C6,Canada,43.73848,-79.383368,M2L,1C6
113 Burrows Hall Blvd, Toronto,ON,M1B1Z7,Canada,43.791652,-79.231091,M1B,1Z7
21 Kirk Bradden Rd W, Toronto,ON,M8Y2G1,Canada,43.638302,-79.502855,M8Y,2G1
272 Rumsey Rd, Toronto,ON,M4G1P9,Canada,43.712369,-79.369841,M4G,1P9
115 10th St, Toronto,ON,M8V3E9,Canada,43.599655,-79.508115,M8V,3E9
200 AC Merton St, Toronto,ON,M4S1A1,Canada,43.697552,-79.390292,M4S,1A1
700 King St W UNIT 604, Toronto,ON,M5V2Y6,Canada,43.644124,-79.403262,M5V,2Y6
91 Valecrest Dr, Toronto,ON,M9A4P5,Canada,43.675971,-79.520516,M9A,4P5
135 Holborne Ave, Toronto,ON,M4C2R5,Canada,43.69443,-79.318652,M4C,2R5
1 Bolingbroke Rd, Toronto,ON,M6B3L5,Canada,43.712749,-79.448179,M6B,3L5
1285 Dupont St #2301, Toronto,ON,M6H0E3,Canada,43.667732,-79.442661,M6H,0E3
491 Jane St, Toronto,ON,M6S4A1,Canada,43.661375,-79.489035,M6S,4A1
152 Stanley Ave, Toronto,ON,M8V1N9,Canada,43.614753,-79.496794,M8V,1N9
5795 Yonge St UNIT 611, Toronto,ON,M2M4J3,Canada,43.784366,-79.415164,M2M,4J3
75 Queens Wharf Rd #3901, Toronto,ON,M5V0J8,Canada,43.63836,-79.398657,M5V,0J8
21 Tinbury Pl, Toronto,ON,M1B1J7,Canada,43.793992,-79.225331,M1B,1J7
4 Flatwoods Dr, Toronto,ON,M1V4H4,Canada,43.826499,-79.285113,M1V,4H4
1438A Dufferin St, Toronto,ON,M6H3L1,Canada,43.67111,-79.440411,M6H,3L1
38 Smithwood Dr, Toronto,ON,M9B4R9,Canada,43.643535,-79.552893,M9B,4R9
88 Willowridge Rd, Toronto,ON,M9R3Z4,Canada,43.678549,-79.57346,M9R,3Z4
27 Burkwood Cres, Toronto,ON,M1B1N8,Canada,43.802005,-79.213927,M1B,1N8
63 Cleveland St, Toronto,ON,M4S2W3,Canada,43.701838,-79.37765,M4S,2W3
52 Rosedale Rd, Toronto,ON,M4W2P6,Canada,43.676621,-79.384891,M4W,2P6
62 Kay Dr, Toronto,ON,M9V4X7,Canada,43.757867,-79.592178,M9V,4X7
155 Dalhousie St #1054, Toronto,ON,M5B2P7,Canada,43.657615,-79.376789,M5B,2P7
5949 Yonge St #803, Toronto,ON,M2M3V8,Canada,43.787691,-79.416986,M2M,3V8
38 Ravensbourne Cres, Toronto,ON,M9A2A8,Canada,43.67637,-79.539166,M9A,2A8
9 Greenview Ave, Toronto,ON,M2M4M7,Canada,43.779808,-79.418417,M2M,4M7
68 Yorkville Ave #304, Toronto,ON,M5R3V7,Canada,43.671482,-79.390514,M5R,3V7
375 King St W #2302, Toronto,ON,M5V1K5,Canada,43.6457,-79.393154,M5V,1K5
274 Carlton St, Toronto,ON,M5A2L5,Canada,43.664973,-79.366388,M5A,2L5
70 Pynford Cres, Toronto,ON,M3A1W8,Canada,43.758039,-79.318002,M3A,1W8
75 The Donway W #805, Toronto,ON,M3C2E9,Canada,43.732752,-79.345652,M3C,2E9
80 Crescent Rd UNIT 300, Toronto,ON,M4W1T5,Canada,43.67805,-79.384721,M4W,1T5
4 Bowman St, Toronto,ON,M4X1T9,Canada,43.665666,-79.364223,M4X,1T9
53 Lynnford Dr, Toronto,ON,M9B1H8,Canada,43.633447,-79.553653,M9B,1H8
185 Dawlish Ave, Toronto,ON,M4N1H6,Canada,43.722026,-79.390921,M4N,1H6
40 Exmoor Dr, Toronto,ON,M8W1R5,Canada,43.592477,-79.543761,M8W,1R5
131 Brickworks Ln #BL131, Toronto,ON,M6N5H8,Canada,43.67497,-79.468291,M6N,5H8
195 Upper Canada Dr, Toronto,ON,M2P1T2,Canada,43.759994,-79.394588,M2P,1T2
36 Wilson Park Rd, Toronto,ON,M6K3B5,Canada,43.637544,-79.44199,M6K,3B5
197 S Woodrow Blvd, Toronto,ON,M1N3M1,Canada,43.703661,-79.261775,M1N,3M1
391 Wellesley St E, Toronto,ON,M4X1H5,Canada,43.668839,-79.365713,M4X,1H5
488 University Ave #2507, Toronto,ON,M5G0C1,Canada,43.655154,-79.38905,M5G,0C1
76 Dalegrove Cres, Toronto,ON,M9B6A9,Canada,43.672876,-79.566173,M9B,6A9
67 Hillholm Rd, Toronto,ON,M5P1M4,Canada,43.697374,-79.411721,M5P,1M4
26 Crimson Millway, Toronto,ON,M2L1T6,Canada,43.752006,-79.382613,M2L,1T6
83 Bayview Rdg, Toronto,ON,M2L1E3,Canada,43.740734,-79.385072,M2L,1E3
25 Laidlaw St #516, Toronto,ON,M6K1X3,Canada,43.640554,-79.426294,M6K,1X3
70 Oriole Rd, Toronto,ON,M4V2G1,Canada,43.689811,-79.401305,M4V,2G1
59 Annie Craig Dr #1003, Toronto,ON,M8V0C4,Canada,43.624949,-79.478244,M8V,0C4
16 Brookers Ln #2207, Toronto,ON,M8V0A5,Canada,43.62693,-79.47851,M8V,0A5
95 Gaydon Ave, Toronto,ON,M9M1G8,Canada,43.721696,-79.530577,M9M,1G8
77 McMurrich St #308, Toronto,ON,M5R3V3,Canada,43.674812,-79.39012,M5R,3V3
37 Vine Ave, Toronto,ON,M6P1V6,Canada,43.66642,-79.466366,M6P,1V6
25 Janus Ct, Toronto,ON,M2H1S3,Canada,43.807397,-79.369761,M2H,1S3
19 Hedgewood Rd, Toronto,ON,M2L1L4,Canada,43.743342,-79.397858,M2L,1L4
500 Donlands Ave, Toronto,ON,M4J3S7,Canada,43.696155,-79.346168,M4J,3S7
435 Meadowvale Rd, Toronto,ON,M1C1S6,Canada,43.78853,-79.161669,M1C,1S6
133 Cordella Ave, Toronto,ON,M6N2K1,Canada,43.679261,-79.4857,M6N,2K1
97 Post Rd, Toronto,ON,M3B1J3,Canada,43.738724,-79.367822,M3B,1J3
7 Wortham Dr, Toronto,ON,M1G1W5,Canada,43.762929,-79.224939,M1G,1W5
25 Lower Simcoe St #318, Toronto,ON,M5J3A1,Canada,43.641411,-79.383308,M5J,3A1
503 Beecroft Rd #905, Toronto,ON,M2N0A2,Canada,43.778232,-79.417772,M2N,0A2
52 Forest Manor Rd #521, Toronto,ON,M2J0E2,Canada,43.772384,-79.344395,M2J,0E2
30 Herons Hill Way #506, Toronto,ON,M2J0A7,Canada,43.774938,-79.335458,M2J,0A7
25 Bamburgh Cir #929, Toronto,ON,M1W3W2,Canada,43.815497,-79.325582,M1W,3W2
13 Riverlea Rd, Toronto,ON,M9P2B1,Canada,43.699382,-79.522934,M9P,2B1
70 Annie Craig Dr #807, Toronto,ON,M8V0G2,Canada,43.624739,-79.478962,M8V,0G2
50 Merchant Ln #105, Toronto,ON,M6P4J6,Canada,43.656875,-79.445518,M6P,4J6
2 Dailing Gate #19, Toronto,ON,M1B1Z8,Canada,43.791144,-79.229702,M1B,1Z8
61 Fulbert Cres, Toronto,ON,M1S1C5,Canada,43.790312,-79.287079,M1S,1C5
435 Middlefield Rd #56, Toronto,ON,M1S5W1,Canada,43.808839,-79.256579,M1S,5W1
10 Edgecliff Golfway #317, Toronto,ON,M3C3A3,Canada,43.719222,-79.326516,M3C,3A3
460 Adelaide St E #820, Toronto,ON,M5A0E7,Canada,43.652787,-79.3668,M5A,0E7
203 Medland St, Toronto,ON,M6P2N6,Canada,43.66441,-79.466577,M6P,2N6
21 Markbrook Ln #407, Toronto,ON,M9V5E4,Canada,43.758626,-79.587586,M9V,5E4
3 Marine Parade Dr #808, Toronto,ON,M8V3Z5,Canada,43.630233,-79.47622,M8V,3Z5
4 Park Vis #1006, Toronto,ON,M4B3M8,Canada,43.697968,-79.299349,M4B,3M8
135 Village Green Sq #418, Toronto,ON,M1S0G4,Canada,43.777872,-79.280751,M1S,0G4
61 Markbrook Ln #509, Toronto,ON,M9V5E7,Canada,43.759225,-79.585149,M9V,5E7
67 Lake Promenade, Toronto,ON,M8W1A2,Canada,43.590523,-79.522767,M8W,1A2
296 Torresdale Ave #17, Toronto,ON,M2R3N3,Canada,43.7896,-79.45287,M2R,3N3
262 Senlac Rd, Toronto,ON,M2R1P8,Canada,43.770953,-79.428126,M2R,1P8
32 Forest Manor Rd #416, Toronto,ON,M2J0C2,Canada,43.771726,-79.344794,M2J,0C2
423 Guildwood Pkwy, Toronto,ON,M1E1R3,Canada,43.750362,-79.185067,M1E,1R3
470 Front St W #1301, Toronto,ON,M5V0V6,Canada,43.642512,-79.395988,M5V,0V6
3237 Bayview Ave #510, Toronto,ON,M2K0G1,Canada,43.790112,-79.392793,M2K,0G1
25 Broadway Ave UNIT 1105, Toronto,ON,M4P1T7,Canada,43.709918,-79.395912,M4P,1T7
70 Thomas Mulholland Dr #8, Toronto,ON,M3K0A5,Canada,43.73587,-79.478063,M3K,0A5
15 B Medford Ave, Toronto,ON,M1L4G1,Canada,43.695692,-79.271575,M1L,4G1
106 Yardley Ave, Toronto,ON,M4B2B1,Canada,43.713354,-79.300924,M4B,2B1
129 McMahon Dr #TOWNHOUSE 03, Toronto,ON,M2K0C2,Canada,43.767654,-79.371136,M2K,0C2
73 Richmond St W #L02, Toronto,ON,M5H4E8,Canada,43.650733,-79.382286,M5H,4E8
213 Macdonell Ave, Toronto,ON,M6R2A4,Canada,43.64631,-79.439954,M6R,2A4
38 Dan Leckie Way #1607, Toronto,ON,M5V2V6,Canada,43.637492,-79.398104,M5V,2V6
11 Charlotte St #402, Toronto,ON,M5V0M6,Canada,43.646378,-79.39367,M5V,0M6
9 Michael Power Pl E #615, Toronto,ON,M9A0A5,Canada,43.644663,-79.529405,M9A,0A5
3220 Sheppard Ave E #1506, Toronto,ON,M1T3K3,Canada,43.777968,-79.312305,M1T,3K3
8 Tippett Rd #801, Toronto,ON,M3H0E7,Canada,43.732384,-79.446637,M3H,0E7
3 Everson Dr #528, Toronto,ON,M2N7C2,Canada,43.756938,-79.406496,M2N,7C2
121 Ford St #109, Toronto,ON,M6N3A1,Canada,43.673343,-79.462184,M6N,3A1
20 Tubman Ave #2307, Toronto,ON,M5A0M8,Canada,43.660593,-79.359349,M5A,0M8
19 Western Battery Rd #2310, Toronto,ON,M6K3N9,Canada,43.63957,-79.411329,M6K,3N9
111 3rd St, Toronto,ON,M8V2Y1,Canada,43.603827,-79.501393,M8V,2Y1
45 Strader Ave, Toronto,ON,M6C1R1,Canada,43.693481,-79.44039,M6C,1R1
224 Coronation Dr, Toronto,ON,M1E2J4,Canada,43.762523,-79.181993,M1E,2J4
8 Rosebank Dr #16H, Toronto,ON,M1B5Z3,Canada,43.791844,-79.237284,M1B,5Z3
28 Empress Ave #1916, Toronto,ON,M2N6Z7,Canada,43.769982,-79.411745,M2N,6Z7
319 Laird Dr, Toronto,ON,M4G3X7,Canada,43.716006,-79.365486,M4G,3X7
128 Hazelton Ave #801, Toronto,ON,M5R2E5,Canada,43.674903,-79.39488,M5R,2E5
18 Kipling Grove Ct, Toronto,ON,M9B0C6,Canada,43.662635,-79.551649,M9B,0C6
488 Roselawn Ave, Toronto,ON,M5N1J8,Canada,43.70797,-79.414299,M5N,1J8
3 Sutherland Ave, Toronto,ON,M4C1R8,Canada,43.691634,-79.289858,M4C,1R8
33 Edwin Ave, Toronto,ON,M6P3Z5,Canada,43.662925,-79.454429,M6P,3Z5
21 Fusilier Dr, Toronto,ON,M1L0C2,Canada,43.717232,-79.279496,M1L,0C2
121 Valley Stream Dr, Toronto,ON,M1V2A4,Canada,43.821396,-79.262866,M1V,2A4
